Date_complete,ult_mean_speed,ult_mean_dir,ult_SD_speed,ult_SD_dir,ult_updrift
2013-01-10 03:40:00,3.225243,332.71466,1.041035,19.080692,NULL
2013-01-10 03:50:00,3.321921,333.33544,1.24831,20.58821,NULL
2013-01-10 04:00:00,3.887089,331.4378,1.178859,18.667312,NULL
2013-01-10 04:10:00,3.434868,333.79904,1.186665,20.311714,NULL
2013-01-10 04:20:00,3.780315,335.84704,0.958229,14.477304,NULL
2013-01-10 04:30:00,4.756268,338.92362,1.013156,8.620442,NULL
2013-01-10 04:40:00,3.773956,334.90024,1.215946,20.138044,NULL
2013-01-10 04:50:00,3.445422,336.4697,1.092002,20.500332,NULL
2013-01-10 05:00:00,3.512283,333.53906,1.373681,24.7801,NULL
2013-01-10 05:10:00,3.41212,332.71222,1.144513,22.77814,NULL
2013-01-10 05:20:00,4.298021,333.1853,1.173275,14.878852,NULL
2013-01-10 05:30:00,3.637023,331.8754,1.512096,30.54298,NULL
2013-01-10 05:40:00,4.265879,334.63012,1.500112,22.657828,NULL
2013-01-10 05:50:00,4.872477,338.24008,1.120866,11.607422,NULL
2013-01-10 06:00:00,4.391984,338.28356,1.447717,19.490778,NULL
2013-01-10 06:10:00,4.167161,333.08716,1.590066,22.357704,NULL
2013-01-10 06:20:00,3.427361,331.07608,1.294494,22.761942,NULL
2013-01-10 06:30:00,4.027263,331.39328,1.519947,23.095912,NULL
2013-01-10 06:40:00,3.522851,329.4617,1.462613,23.258262,NULL
2013-01-10 06:50:00,3.111297,332.93176,1.368237,27.974548,NULL
2013-01-10 07:00:00,3.080161,328.11918,1.437526,35.403824,NULL
2013-01-10 07:10:00,2.931923,325.72308,1.224068,26.072278,NULL
2013-01-10 07:20:00,3.322894,325.75918,1.346194,25.721222,NULL
2013-01-10 07:30:00,4.300913,324.5451,1.531413,22.111076,NULL
2013-01-10 07:40:00,3.556008,321.31146,1.429284,26.557562,NULL
2013-01-10 07:50:00,2.710101,315.25744,1.358679,30.973204,NULL
2013-01-10 08:00:00,3.114816,318.65078,1.481613,30.777588,NULL
2013-01-10 08:10:00,3.455076,321.6066,1.36051,26.101228,NULL
2013-01-10 08:20:00,4.417348,327.1004,1.676894,21.645728,NULL
2013-01-10 08:30:00,4.082394,328.0972,1.615618,22.350386,NULL
2013-01-10 08:40:00,4.280709,330.27958,1.701047,25.355192,NULL
2013-01-10 08:50:00,3.78976,329.38514,1.584522,24.782404,NULL
2013-01-10 09:00:00,3.962049,332.80224,1.834087,27.652482,NULL
2013-01-10 09:10:00,4.661499,335.76172,1.560679,18.050836,NULL
2013-01-10 09:20:00,4.822118,339.97534,1.859365,20.11356,NULL
2013-01-10 09:30:00,5.426974,339.22132,1.604665,16.656812,NULL
2013-01-10 09:40:00,6.197405,338.90546,1.524693,13.323992,NULL
2013-01-10 09:50:00,6.232491,336.92132,1.621863,14.607648,NULL
2013-01-10 10:00:00,5.894633,337.43136,1.92503,19.113158,NULL
2013-01-10 10:10:00,6.658628,337.3667,1.252274,10.47917,NULL
2013-01-10 10:20:00,6.625563,339.09912,1.39071,9.248494,NULL
2013-01-10 10:30:00,6.282569,336.69004,1.82352,17.30554,NULL
2013-01-10 10:40:00,5.361904,332.45974,1.75721,18.989048,NULL
2013-01-10 10:50:00,4.078007,327.2069,1.545163,27.258802,NULL
2013-01-10 11:00:00,4.773649,330.17298,1.695365,22.855252,NULL
2013-01-10 11:10:00,2.574851,326.8305,1.326319,28.059208,NULL
2013-01-10 11:20:00,2.020818,314.4783,1.202013,44.088884,NULL
2013-01-10 11:30:00,2.467016,322.09912,1.337593,39.870908,NULL
2013-01-10 11:40:00,2.888365,324.19788,1.435344,36.231184,NULL
2013-01-10 11:50:00,1.755763,333.6424,1.165715,46.394944,NULL
2013-01-10 12:00:00,3.65695,337.5929,1.152832,17.19024,NULL
2013-01-10 12:10:00,4.26433,337.36518,1.229332,15.693704,NULL
2013-01-10 12:20:00,4.266438,337.91214,0.976967,13.088182,NULL
2013-01-10 12:30:00,3.050618,332.09216,1.10449,19.078556,NULL
2013-01-10 12:40:00,2.837053,352.77692,1.383205,27.082232,NULL
2013-01-10 12:50:00,3.347082,330.27548,1.31941,17.630234,NULL
2013-01-10 13:00:00,1.681313,331.07026,0.968967,51.302348,NULL
2013-01-10 13:10:00,0.83971,330.21578,0.93188,77.399464,NULL
2013-01-10 13:20:00,0.886517,331.80718,0.801166,62.948836,NULL
2013-01-10 13:30:00,0.201282,118.51012,0.606453,121.83728,NULL
2013-01-10 13:40:00,1.170795,176.246,0.530243,55.693056,NULL
2013-01-10 13:50:00,2.199735,166.32806,0.871889,22.960014,NULL
2013-01-10 14:00:00,1.875474,159.90118,0.726095,26.047828,NULL
2013-01-10 14:10:00,2.545176,170.3896,0.559069,11.05799,NULL
2013-01-10 14:20:00,2.517304,165.55102,0.53713,12.698408,NULL
2013-01-10 14:30:00,2.693646,155.09734,0.486452,12.082612,NULL
2013-01-10 14:40:00,2.687183,156.97466,0.550445,9.192676,NULL
2013-01-10 14:50:00,3.394319,160.67958,0.349629,6.459921,NULL
2013-01-10 15:00:00,3.222255,154.37792000000002,0.290012,6.235698,NULL
2013-01-10 15:10:00,3.22954,143.444456,0.331114,7.218094,NULL
