REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2013/01/01 00:30:00",7166.97,46.61,TRADE
NSW1,"2013/01/01 01:00:00",6928.11,46.32,TRADE
NSW1,"2013/01/01 01:30:00",6541.21,44.76,TRADE
NSW1,"2013/01/01 02:00:00",6253.6,42.86,TRADE
NSW1,"2013/01/01 02:30:00",6003.44,42.86,TRADE
NSW1,"2013/01/01 03:00:00",5838.95,42.82,TRADE
NSW1,"2013/01/01 03:30:00",5740.95,38.67,TRADE
NSW1,"2013/01/01 04:00:00",5669.57,40.03,TRADE
NSW1,"2013/01/01 04:30:00",5682.72,41.36,TRADE
NSW1,"2013/01/01 05:00:00",5622.05,39.57,TRADE
NSW1,"2013/01/01 05:30:00",5641.45,40.74,TRADE
NSW1,"2013/01/01 06:00:00",5697.65,38.94,TRADE
NSW1,"2013/01/01 06:30:00",5795.18,42.21,TRADE
NSW1,"2013/01/01 07:00:00",5970.54,44.58,TRADE
NSW1,"2013/01/01 07:30:00",6210.31,44.98,TRADE
NSW1,"2013/01/01 08:00:00",6446.44,44.85,TRADE
NSW1,"2013/01/01 08:30:00",6685.85,44.93,TRADE
NSW1,"2013/01/01 09:00:00",6935.52,44.85,TRADE
NSW1,"2013/01/01 09:30:00",7181.91,44.85,TRADE
NSW1,"2013/01/01 10:00:00",7419.87,45.4,TRADE
NSW1,"2013/01/01 10:30:00",7632.07,46.01,TRADE
NSW1,"2013/01/01 11:00:00",7836.46,46.1,TRADE
NSW1,"2013/01/01 11:30:00",8028.11,46.17,TRADE
NSW1,"2013/01/01 12:00:00",8191.96,48.03,TRADE
NSW1,"2013/01/01 12:30:00",8304.6,48.8,TRADE
NSW1,"2013/01/01 13:00:00",8318.54,48.29,TRADE
NSW1,"2013/01/01 13:30:00",8336.16,48.99,TRADE
NSW1,"2013/01/01 14:00:00",8416.56,49.5,TRADE
NSW1,"2013/01/01 14:30:00",8484.89,49.65,TRADE
NSW1,"2013/01/01 15:00:00",8603.44,49.81,TRADE
NSW1,"2013/01/01 15:30:00",8676.97,49.93,TRADE
NSW1,"2013/01/01 16:00:00",8729.66,49.81,TRADE
NSW1,"2013/01/01 16:30:00",8790.02,49.99,TRADE
NSW1,"2013/01/01 17:00:00",8840.88,49.93,TRADE
NSW1,"2013/01/01 17:30:00",8779.21,49.83,TRADE
NSW1,"2013/01/01 18:00:00",8682.72,49.18,TRADE
NSW1,"2013/01/01 18:30:00",8472.41,49.14,TRADE
NSW1,"2013/01/01 19:00:00",8247.96,48.89,TRADE
NSW1,"2013/01/01 19:30:00",8150.58,49.61,TRADE
NSW1,"2013/01/01 20:00:00",8218.29,49.12,TRADE
NSW1,"2013/01/01 20:30:00",8100.54,49.23,TRADE
NSW1,"2013/01/01 21:00:00",7866.23,47.96,TRADE
NSW1,"2013/01/01 21:30:00",7769.58,48.46,TRADE
NSW1,"2013/01/01 22:00:00",7597.65,47,TRADE
NSW1,"2013/01/01 22:30:00",7503.49,46.97,TRADE
NSW1,"2013/01/01 23:00:00",7274.1,46.16,TRADE
NSW1,"2013/01/01 23:30:00",7042.66,45.53,TRADE
NSW1,"2013/01/02 00:00:00",6897.58,44.93,TRADE
NSW1,"2013/01/02 00:30:00",6696.72,44.52,TRADE
NSW1,"2013/01/02 01:00:00",6461.73,43.27,TRADE
NSW1,"2013/01/02 01:30:00",6152.11,43.66,TRADE
NSW1,"2013/01/02 02:00:00",5975.43,42.12,TRADE
NSW1,"2013/01/02 02:30:00",5824.85,37.53,TRADE
NSW1,"2013/01/02 03:00:00",5737.42,37.37,TRADE
NSW1,"2013/01/02 03:30:00",5721.18,41.45,TRADE
NSW1,"2013/01/02 04:00:00",5754.35,41.32,TRADE
NSW1,"2013/01/02 04:30:00",5870.14,43.18,TRADE
NSW1,"2013/01/02 05:00:00",5967.78,44.38,TRADE
NSW1,"2013/01/02 05:30:00",6258.25,44.89,TRADE
NSW1,"2013/01/02 06:00:00",6550.64,45.1,TRADE
NSW1,"2013/01/02 06:30:00",6870.84,46.37,TRADE
NSW1,"2013/01/02 07:00:00",7222.66,46.26,TRADE
NSW1,"2013/01/02 07:30:00",7591.29,46.18,TRADE
NSW1,"2013/01/02 08:00:00",7868.09,48.4,TRADE
NSW1,"2013/01/02 08:30:00",8163.98,48.47,TRADE
NSW1,"2013/01/02 09:00:00",8286.52,48.71,TRADE
NSW1,"2013/01/02 09:30:00",8348.25,49.78,TRADE
NSW1,"2013/01/02 10:00:00",8443.92,49.52,TRADE
NSW1,"2013/01/02 10:30:00",8471.45,49.81,TRADE
NSW1,"2013/01/02 11:00:00",8527.48,49.94,TRADE
NSW1,"2013/01/02 11:30:00",8612.44,50,TRADE
NSW1,"2013/01/02 12:00:00",8564.51,49.82,TRADE
NSW1,"2013/01/02 12:30:00",8582.97,49.11,TRADE
NSW1,"2013/01/02 13:00:00",8586.24,50.31,TRADE
NSW1,"2013/01/02 13:30:00",8537.06,50.01,TRADE
NSW1,"2013/01/02 14:00:00",8552.38,50.66,TRADE
NSW1,"2013/01/02 14:30:00",8486.6,50.51,TRADE
NSW1,"2013/01/02 15:00:00",8439.59,49.85,TRADE
NSW1,"2013/01/02 15:30:00",8435.87,50.81,TRADE
NSW1,"2013/01/02 16:00:00",8475.3,50.97,TRADE
NSW1,"2013/01/02 16:30:00",8441.76,51.08,TRADE
NSW1,"2013/01/02 17:00:00",8416.07,50.76,TRADE
NSW1,"2013/01/02 17:30:00",8213.67,49.7,TRADE
NSW1,"2013/01/02 18:00:00",8139.33,49.72,TRADE
NSW1,"2013/01/02 18:30:00",7919.18,49.31,TRADE
NSW1,"2013/01/02 19:00:00",7859.42,49.66,TRADE
NSW1,"2013/01/02 19:30:00",7885.05,49.81,TRADE
NSW1,"2013/01/02 20:00:00",7865.99,49.81,TRADE
NSW1,"2013/01/02 20:30:00",7651.3,49.42,TRADE
NSW1,"2013/01/02 21:00:00",7421.54,49.23,TRADE
NSW1,"2013/01/02 21:30:00",7493.99,49.89,TRADE
NSW1,"2013/01/02 22:00:00",7392.42,48.97,TRADE
NSW1,"2013/01/02 22:30:00",7373.71,51.36,TRADE
NSW1,"2013/01/02 23:00:00",7268.79,49.7,TRADE
NSW1,"2013/01/02 23:30:00",7039.3,49.59,TRADE
NSW1,"2013/01/03 00:00:00",6871.77,48.09,TRADE
NSW1,"2013/01/03 00:30:00",6714.88,48.78,TRADE
NSW1,"2013/01/03 01:00:00",6501.94,42.07,TRADE
NSW1,"2013/01/03 01:30:00",6226.14,42.63,TRADE
NSW1,"2013/01/03 02:00:00",5994.22,35.32,TRADE
NSW1,"2013/01/03 02:30:00",5836.69,38.27,TRADE
NSW1,"2013/01/03 03:00:00",5747.7,37.28,TRADE
NSW1,"2013/01/03 03:30:00",5719.07,40.98,TRADE
NSW1,"2013/01/03 04:00:00",5735.08,38.43,TRADE
NSW1,"2013/01/03 04:30:00",5883.29,42.22,TRADE
NSW1,"2013/01/03 05:00:00",6034.18,44.85,TRADE
NSW1,"2013/01/03 05:30:00",6266.12,46.02,TRADE
NSW1,"2013/01/03 06:00:00",6555.28,45.48,TRADE
NSW1,"2013/01/03 06:30:00",6820.9,45.45,TRADE
NSW1,"2013/01/03 07:00:00",7197.44,46.11,TRADE
NSW1,"2013/01/03 07:30:00",7501.4,47.19,TRADE
NSW1,"2013/01/03 08:00:00",7719.11,48.06,TRADE
NSW1,"2013/01/03 08:30:00",7935.7,48.81,TRADE
NSW1,"2013/01/03 09:00:00",8085.64,48.58,TRADE
NSW1,"2013/01/03 09:30:00",8176.08,48.84,TRADE
NSW1,"2013/01/03 10:00:00",8244.94,49.35,TRADE
NSW1,"2013/01/03 10:30:00",8337.48,49.2,TRADE
NSW1,"2013/01/03 11:00:00",8373.82,49.76,TRADE
NSW1,"2013/01/03 11:30:00",8400.02,49.8,TRADE
NSW1,"2013/01/03 12:00:00",8467.73,49.81,TRADE
NSW1,"2013/01/03 12:30:00",8501.82,49.82,TRADE
NSW1,"2013/01/03 13:00:00",8507.38,49.82,TRADE
NSW1,"2013/01/03 13:30:00",8589.43,49.82,TRADE
NSW1,"2013/01/03 14:00:00",8620.41,49.75,TRADE
NSW1,"2013/01/03 14:30:00",8709.05,51.1,TRADE
NSW1,"2013/01/03 15:00:00",8852.75,50.65,TRADE
NSW1,"2013/01/03 15:30:00",8919.12,51.03,TRADE
NSW1,"2013/01/03 16:00:00",9012.42,51.56,TRADE
NSW1,"2013/01/03 16:30:00",9035.78,50.73,TRADE
NSW1,"2013/01/03 17:00:00",9068.26,52.26,TRADE
NSW1,"2013/01/03 17:30:00",8954.93,50.34,TRADE
NSW1,"2013/01/03 18:00:00",8868.82,49.94,TRADE
NSW1,"2013/01/03 18:30:00",8690.25,49.81,TRADE
NSW1,"2013/01/03 19:00:00",8563.56,50.7,TRADE
NSW1,"2013/01/03 19:30:00",8552.29,52.13,TRADE
NSW1,"2013/01/03 20:00:00",8561.15,54.58,TRADE
NSW1,"2013/01/03 20:30:00",8308.33,50.18,TRADE
NSW1,"2013/01/03 21:00:00",8070.13,49.99,TRADE
NSW1,"2013/01/03 21:30:00",8057.22,49.52,TRADE
NSW1,"2013/01/03 22:00:00",7901.52,48.41,TRADE
NSW1,"2013/01/03 22:30:00",7819.89,60.23,TRADE
NSW1,"2013/01/03 23:00:00",7690.84,51.3,TRADE
NSW1,"2013/01/03 23:30:00",7462.34,50.22,TRADE
NSW1,"2013/01/04 00:00:00",7261.13,50.48,TRADE
NSW1,"2013/01/04 00:30:00",7066.8,51.9,TRADE
NSW1,"2013/01/04 01:00:00",6876.78,47.51,TRADE
NSW1,"2013/01/04 01:30:00",6519.31,45.5,TRADE
NSW1,"2013/01/04 02:00:00",6306.62,43.56,TRADE
NSW1,"2013/01/04 02:30:00",6130.72,40.1,TRADE
NSW1,"2013/01/04 03:00:00",6073.56,41.28,TRADE
NSW1,"2013/01/04 03:30:00",6034.67,41.58,TRADE
NSW1,"2013/01/04 04:00:00",6053.63,42.82,TRADE
NSW1,"2013/01/04 04:30:00",6180.7,44.85,TRADE
NSW1,"2013/01/04 05:00:00",6292.77,44.85,TRADE
NSW1,"2013/01/04 05:30:00",6575.71,45.83,TRADE
NSW1,"2013/01/04 06:00:00",6864.54,47.17,TRADE
NSW1,"2013/01/04 06:30:00",7179.24,48.07,TRADE
NSW1,"2013/01/04 07:00:00",7597.85,49.52,TRADE
NSW1,"2013/01/04 07:30:00",7934.57,49.49,TRADE
NSW1,"2013/01/04 08:00:00",8235.1,49.82,TRADE
NSW1,"2013/01/04 08:30:00",8577.88,51.04,TRADE
NSW1,"2013/01/04 09:00:00",8698.87,51.4,TRADE
NSW1,"2013/01/04 09:30:00",8832.63,51.28,TRADE
NSW1,"2013/01/04 10:00:00",8950.49,51.31,TRADE
NSW1,"2013/01/04 10:30:00",9057.91,50.72,TRADE
NSW1,"2013/01/04 11:00:00",9163.67,50.75,TRADE
NSW1,"2013/01/04 11:30:00",9234.21,50.82,TRADE
NSW1,"2013/01/04 12:00:00",9340.78,51.12,TRADE
NSW1,"2013/01/04 12:30:00",9413.12,50.65,TRADE
NSW1,"2013/01/04 13:00:00",9566.7,50.9,TRADE
NSW1,"2013/01/04 13:30:00",9618.06,48.96,TRADE
NSW1,"2013/01/04 14:00:00",9716.19,51.81,TRADE
NSW1,"2013/01/04 14:30:00",9847.84,52.18,TRADE
NSW1,"2013/01/04 15:00:00",9889.15,48.8,TRADE
NSW1,"2013/01/04 15:30:00",9952.17,50.39,TRADE
NSW1,"2013/01/04 16:00:00",10003.84,50.84,TRADE
NSW1,"2013/01/04 16:30:00",10011.36,50.73,TRADE
NSW1,"2013/01/04 17:00:00",9919.62,50.73,TRADE
NSW1,"2013/01/04 17:30:00",9619.57,50.14,TRADE
NSW1,"2013/01/04 18:00:00",9447.62,50.51,TRADE
NSW1,"2013/01/04 18:30:00",9142.76,52.95,TRADE
NSW1,"2013/01/04 19:00:00",8964.31,50.95,TRADE
NSW1,"2013/01/04 19:30:00",8873.84,58.39,TRADE
NSW1,"2013/01/04 20:00:00",8867.44,50.98,TRADE
NSW1,"2013/01/04 20:30:00",8722.52,50.66,TRADE
NSW1,"2013/01/04 21:00:00",8485.49,50.43,TRADE
NSW1,"2013/01/04 21:30:00",8524.52,51.59,TRADE
NSW1,"2013/01/04 22:00:00",8326.47,50.52,TRADE
NSW1,"2013/01/04 22:30:00",8242.62,62.11,TRADE
NSW1,"2013/01/04 23:00:00",7976.09,52.05,TRADE
NSW1,"2013/01/04 23:30:00",7737.61,50.65,TRADE
NSW1,"2013/01/05 00:00:00",7520.61,52.77,TRADE
NSW1,"2013/01/05 00:30:00",7277.36,52.24,TRADE
NSW1,"2013/01/05 01:00:00",7009.46,52.09,TRADE
NSW1,"2013/01/05 01:30:00",6712.22,51.32,TRADE
NSW1,"2013/01/05 02:00:00",6456.99,50.17,TRADE
NSW1,"2013/01/05 02:30:00",6267.7,49.7,TRADE
NSW1,"2013/01/05 03:00:00",6168.06,49.28,TRADE
NSW1,"2013/01/05 03:30:00",6146.25,47.97,TRADE
NSW1,"2013/01/05 04:00:00",6127.34,45.13,TRADE
NSW1,"2013/01/05 04:30:00",6160.06,45.19,TRADE
NSW1,"2013/01/05 05:00:00",6134.57,44.96,TRADE
NSW1,"2013/01/05 05:30:00",6241.09,45.32,TRADE
NSW1,"2013/01/05 06:00:00",6414.37,45.61,TRADE
NSW1,"2013/01/05 06:30:00",6655.06,45.7,TRADE
NSW1,"2013/01/05 07:00:00",7031.28,47.07,TRADE
NSW1,"2013/01/05 07:30:00",7411.07,49.54,TRADE
NSW1,"2013/01/05 08:00:00",7771.97,49.84,TRADE
NSW1,"2013/01/05 08:30:00",8093.53,50.76,TRADE
NSW1,"2013/01/05 09:00:00",8209.46,50.86,TRADE
NSW1,"2013/01/05 09:30:00",8400.39,50.99,TRADE
NSW1,"2013/01/05 10:00:00",8523.19,50.88,TRADE
NSW1,"2013/01/05 10:30:00",8716.41,51.77,TRADE
NSW1,"2013/01/05 11:00:00",8890.24,50.92,TRADE
NSW1,"2013/01/05 11:30:00",9002.93,50.37,TRADE
NSW1,"2013/01/05 12:00:00",9110.05,50.86,TRADE
NSW1,"2013/01/05 12:30:00",9275.09,55.22,TRADE
NSW1,"2013/01/05 13:00:00",9442.63,51.65,TRADE
NSW1,"2013/01/05 13:30:00",9586.75,52.7,TRADE
NSW1,"2013/01/05 14:00:00",9753.01,54.63,TRADE
NSW1,"2013/01/05 14:30:00",9877.74,55.19,TRADE
NSW1,"2013/01/05 15:00:00",10038.2,60.67,TRADE
NSW1,"2013/01/05 15:30:00",10122.22,63.99,TRADE
NSW1,"2013/01/05 16:00:00",10203.36,65.06,TRADE
NSW1,"2013/01/05 16:30:00",10161.06,56.94,TRADE
NSW1,"2013/01/05 17:00:00",10163.08,56.55,TRADE
NSW1,"2013/01/05 17:30:00",9958.07,63.06,TRADE
NSW1,"2013/01/05 18:00:00",9876.84,56.8,TRADE
NSW1,"2013/01/05 18:30:00",9590.77,51.6,TRADE
NSW1,"2013/01/05 19:00:00",9331.39,50.17,TRADE
NSW1,"2013/01/05 19:30:00",9171.9,50.86,TRADE
NSW1,"2013/01/05 20:00:00",9162.51,51.04,TRADE
NSW1,"2013/01/05 20:30:00",9004.42,50.89,TRADE
NSW1,"2013/01/05 21:00:00",8766.26,50.61,TRADE
NSW1,"2013/01/05 21:30:00",8572.35,50.98,TRADE
NSW1,"2013/01/05 22:00:00",8297.33,49.8,TRADE
NSW1,"2013/01/05 22:30:00",8114.99,50.6,TRADE
NSW1,"2013/01/05 23:00:00",7722.1,49.28,TRADE
NSW1,"2013/01/05 23:30:00",7375.39,49.38,TRADE
NSW1,"2013/01/06 00:00:00",7154.1,48.45,TRADE
NSW1,"2013/01/06 00:30:00",6912.87,46.7,TRADE
NSW1,"2013/01/06 01:00:00",6755.98,44.99,TRADE
NSW1,"2013/01/06 01:30:00",6466.83,44.13,TRADE
NSW1,"2013/01/06 02:00:00",6230.77,44.11,TRADE
NSW1,"2013/01/06 02:30:00",6151.42,44.83,TRADE
NSW1,"2013/01/06 03:00:00",6113.64,44.85,TRADE
NSW1,"2013/01/06 03:30:00",6038.52,44.85,TRADE
NSW1,"2013/01/06 04:00:00",6037.63,44.83,TRADE
NSW1,"2013/01/06 04:30:00",6116.78,45.03,TRADE
NSW1,"2013/01/06 05:00:00",6065.06,44.85,TRADE
NSW1,"2013/01/06 05:30:00",6051.2,44.84,TRADE
NSW1,"2013/01/06 06:00:00",6198.37,44.85,TRADE
NSW1,"2013/01/06 06:30:00",6457.87,44.86,TRADE
NSW1,"2013/01/06 07:00:00",6735.1,45.51,TRADE
NSW1,"2013/01/06 07:30:00",7086.65,45.96,TRADE
NSW1,"2013/01/06 08:00:00",7398.04,47.71,TRADE
NSW1,"2013/01/06 08:30:00",7677.93,49.09,TRADE
NSW1,"2013/01/06 09:00:00",7943.63,49.17,TRADE
NSW1,"2013/01/06 09:30:00",8219.16,49.92,TRADE
NSW1,"2013/01/06 10:00:00",8329.71,49.83,TRADE
NSW1,"2013/01/06 10:30:00",8533.48,50.73,TRADE
NSW1,"2013/01/06 11:00:00",8723.37,50.46,TRADE
NSW1,"2013/01/06 11:30:00",8833.44,51.89,TRADE
NSW1,"2013/01/06 12:00:00",8957.26,50.78,TRADE
NSW1,"2013/01/06 12:30:00",9062.46,51.86,TRADE
NSW1,"2013/01/06 13:00:00",9170.57,50.86,TRADE
NSW1,"2013/01/06 13:30:00",9293.74,50.67,TRADE
NSW1,"2013/01/06 14:00:00",9389.21,51.8,TRADE
NSW1,"2013/01/06 14:30:00",9496.98,51.32,TRADE
NSW1,"2013/01/06 15:00:00",9579.99,50.81,TRADE
NSW1,"2013/01/06 15:30:00",9593.61,50.49,TRADE
NSW1,"2013/01/06 16:00:00",9555.98,50.86,TRADE
NSW1,"2013/01/06 16:30:00",9514.17,50.86,TRADE
NSW1,"2013/01/06 17:00:00",9548.23,50.88,TRADE
NSW1,"2013/01/06 17:30:00",9493.26,50.87,TRADE
NSW1,"2013/01/06 18:00:00",9400.35,50.86,TRADE
NSW1,"2013/01/06 18:30:00",9138.08,50.77,TRADE
NSW1,"2013/01/06 19:00:00",8938.96,50.84,TRADE
NSW1,"2013/01/06 19:30:00",8816.93,50.86,TRADE
NSW1,"2013/01/06 20:00:00",8903.87,50.77,TRADE
NSW1,"2013/01/06 20:30:00",8774.81,50.12,TRADE
NSW1,"2013/01/06 21:00:00",8582.23,49.66,TRADE
NSW1,"2013/01/06 21:30:00",8394.78,49.83,TRADE
NSW1,"2013/01/06 22:00:00",8099.08,49.57,TRADE
NSW1,"2013/01/06 22:30:00",7869.8,50.13,TRADE
NSW1,"2013/01/06 23:00:00",7544.16,48.89,TRADE
NSW1,"2013/01/06 23:30:00",7292.97,48.98,TRADE
NSW1,"2013/01/07 00:00:00",7139.7,48.86,TRADE
NSW1,"2013/01/07 00:30:00",6934.13,45.29,TRADE
NSW1,"2013/01/07 01:00:00",6738.49,44.75,TRADE
NSW1,"2013/01/07 01:30:00",6483.48,44.42,TRADE
NSW1,"2013/01/07 02:00:00",6332.42,44.47,TRADE
NSW1,"2013/01/07 02:30:00",6207.43,43.38,TRADE
NSW1,"2013/01/07 03:00:00",6192.26,43.73,TRADE
NSW1,"2013/01/07 03:30:00",6229.58,44.56,TRADE
NSW1,"2013/01/07 04:00:00",6251.25,44.47,TRADE
NSW1,"2013/01/07 04:30:00",6483.07,45.04,TRADE
NSW1,"2013/01/07 05:00:00",6673.04,44.85,TRADE
NSW1,"2013/01/07 05:30:00",7104.57,46.6,TRADE
NSW1,"2013/01/07 06:00:00",7493.93,49.05,TRADE
NSW1,"2013/01/07 06:30:00",7907.83,49.74,TRADE
NSW1,"2013/01/07 07:00:00",8335.29,50.26,TRADE
NSW1,"2013/01/07 07:30:00",8733.11,50.53,TRADE
NSW1,"2013/01/07 08:00:00",9012.03,50.79,TRADE
NSW1,"2013/01/07 08:30:00",9300.96,51.27,TRADE
NSW1,"2013/01/07 09:00:00",9399.79,53.48,TRADE
NSW1,"2013/01/07 09:30:00",9554.72,54.06,TRADE
NSW1,"2013/01/07 10:00:00",9657.23,53.85,TRADE
NSW1,"2013/01/07 10:30:00",9780.66,54.32,TRADE
NSW1,"2013/01/07 11:00:00",9880.75,54.41,TRADE
NSW1,"2013/01/07 11:30:00",9983.69,55.22,TRADE
NSW1,"2013/01/07 12:00:00",10109.24,59.68,TRADE
NSW1,"2013/01/07 12:30:00",10202.26,56.2,TRADE
NSW1,"2013/01/07 13:00:00",10350.1,57.31,TRADE
NSW1,"2013/01/07 13:30:00",10470.84,60.14,TRADE
NSW1,"2013/01/07 14:00:00",10597.79,58.43,TRADE
NSW1,"2013/01/07 14:30:00",10736.29,70.87,TRADE
NSW1,"2013/01/07 15:00:00",10800.83,54.93,TRADE
NSW1,"2013/01/07 15:30:00",10902.07,59.22,TRADE
NSW1,"2013/01/07 16:00:00",11012.95,80.73,TRADE
NSW1,"2013/01/07 16:30:00",10943.51,103.51,TRADE
NSW1,"2013/01/07 17:00:00",10875.39,97.95,TRADE
NSW1,"2013/01/07 17:30:00",10549.74,55,TRADE
NSW1,"2013/01/07 18:00:00",10392.54,56.72,TRADE
NSW1,"2013/01/07 18:30:00",10094.68,50.73,TRADE
NSW1,"2013/01/07 19:00:00",9795.35,51.5,TRADE
NSW1,"2013/01/07 19:30:00",9660.59,51.17,TRADE
NSW1,"2013/01/07 20:00:00",9644.88,51.44,TRADE
NSW1,"2013/01/07 20:30:00",9434.09,50.19,TRADE
NSW1,"2013/01/07 21:00:00",9086.56,50.69,TRADE
NSW1,"2013/01/07 21:30:00",9006.06,50.93,TRADE
NSW1,"2013/01/07 22:00:00",8642.57,49.72,TRADE
NSW1,"2013/01/07 22:30:00",8418.05,62.29,TRADE
NSW1,"2013/01/07 23:00:00",8156.26,51.37,TRADE
NSW1,"2013/01/07 23:30:00",7852.2,50.47,TRADE
NSW1,"2013/01/08 00:00:00",7649.79,51.33,TRADE
NSW1,"2013/01/08 00:30:00",7397.06,52.6,TRADE
NSW1,"2013/01/08 01:00:00",7116.3,49.24,TRADE
NSW1,"2013/01/08 01:30:00",6754.66,46.95,TRADE
NSW1,"2013/01/08 02:00:00",6601.27,46.73,TRADE
NSW1,"2013/01/08 02:30:00",6489.93,45.64,TRADE
NSW1,"2013/01/08 03:00:00",6445.16,45.46,TRADE
NSW1,"2013/01/08 03:30:00",6468.75,45.69,TRADE
NSW1,"2013/01/08 04:00:00",6430.26,45.79,TRADE
NSW1,"2013/01/08 04:30:00",6623.86,46.05,TRADE
NSW1,"2013/01/08 05:00:00",6776.43,47.61,TRADE
NSW1,"2013/01/08 05:30:00",7138.21,49.61,TRADE
NSW1,"2013/01/08 06:00:00",7520.03,49.82,TRADE
NSW1,"2013/01/08 06:30:00",7985.22,49.79,TRADE
NSW1,"2013/01/08 07:00:00",8550.53,49.82,TRADE
NSW1,"2013/01/08 07:30:00",8979.96,49.29,TRADE
NSW1,"2013/01/08 08:00:00",9400.96,49.86,TRADE
NSW1,"2013/01/08 08:30:00",9822.94,50.36,TRADE
NSW1,"2013/01/08 09:00:00",10130.47,50.86,TRADE
NSW1,"2013/01/08 09:30:00",10420.31,50.8,TRADE
NSW1,"2013/01/08 10:00:00",10641.19,50.76,TRADE
NSW1,"2013/01/08 10:30:00",10867.35,50.88,TRADE
NSW1,"2013/01/08 11:00:00",11112.34,50.89,TRADE
NSW1,"2013/01/08 11:30:00",11388.18,51.03,TRADE
NSW1,"2013/01/08 12:00:00",11704.42,51.52,TRADE
NSW1,"2013/01/08 12:30:00",11940.88,51.88,TRADE
NSW1,"2013/01/08 13:00:00",12131.69,55.07,TRADE
NSW1,"2013/01/08 13:30:00",12322.57,52.62,TRADE
NSW1,"2013/01/08 14:00:00",12498.08,56.72,TRADE
NSW1,"2013/01/08 14:30:00",12644.55,55.58,TRADE
NSW1,"2013/01/08 15:00:00",12738.72,51.5,TRADE
NSW1,"2013/01/08 15:30:00",12917.3,57.25,TRADE
NSW1,"2013/01/08 16:00:00",12972.78,72.02,TRADE
NSW1,"2013/01/08 16:30:00",12904.05,72.18,TRADE
NSW1,"2013/01/08 17:00:00",12811.76,62.19,TRADE
NSW1,"2013/01/08 17:30:00",12559.38,57.03,TRADE
NSW1,"2013/01/08 18:00:00",12444.38,54.08,TRADE
NSW1,"2013/01/08 18:30:00",12136.3,51.23,TRADE
NSW1,"2013/01/08 19:00:00",11979.6,51.39,TRADE
NSW1,"2013/01/08 19:30:00",11861.29,54.44,TRADE
NSW1,"2013/01/08 20:00:00",11826.67,53.68,TRADE
NSW1,"2013/01/08 20:30:00",11567.32,51.35,TRADE
NSW1,"2013/01/08 21:00:00",11121.37,50.73,TRADE
NSW1,"2013/01/08 21:30:00",10870.22,50.75,TRADE
NSW1,"2013/01/08 22:00:00",10325.99,49.74,TRADE
NSW1,"2013/01/08 22:30:00",9859.08,53.18,TRADE
NSW1,"2013/01/08 23:00:00",9400.41,50.16,TRADE
NSW1,"2013/01/08 23:30:00",8992.48,50.16,TRADE
NSW1,"2013/01/09 00:00:00",8748.8,50.71,TRADE
NSW1,"2013/01/09 00:30:00",8380.53,50.6,TRADE
NSW1,"2013/01/09 01:00:00",8071.83,50.03,TRADE
NSW1,"2013/01/09 01:30:00",7684.1,49.96,TRADE
NSW1,"2013/01/09 02:00:00",7343.57,46.29,TRADE
NSW1,"2013/01/09 02:30:00",7143.88,45.52,TRADE
NSW1,"2013/01/09 03:00:00",6977.72,45.08,TRADE
NSW1,"2013/01/09 03:30:00",6881.66,44.9,TRADE
NSW1,"2013/01/09 04:00:00",6888.18,44.73,TRADE
NSW1,"2013/01/09 04:30:00",6972.44,44.88,TRADE
NSW1,"2013/01/09 05:00:00",7076.5,47.86,TRADE
NSW1,"2013/01/09 05:30:00",7382.94,49.97,TRADE
NSW1,"2013/01/09 06:00:00",7646.57,49.18,TRADE
NSW1,"2013/01/09 06:30:00",8022.24,49.83,TRADE
NSW1,"2013/01/09 07:00:00",8444.17,49.81,TRADE
NSW1,"2013/01/09 07:30:00",8678.28,49.7,TRADE
NSW1,"2013/01/09 08:00:00",8923.58,49.8,TRADE
NSW1,"2013/01/09 08:30:00",9152.42,49.81,TRADE
NSW1,"2013/01/09 09:00:00",9297.87,49.73,TRADE
NSW1,"2013/01/09 09:30:00",9256.36,49.76,TRADE
NSW1,"2013/01/09 10:00:00",9301.88,49.81,TRADE
NSW1,"2013/01/09 10:30:00",9314.95,49.82,TRADE
NSW1,"2013/01/09 11:00:00",9296.23,49.6,TRADE
NSW1,"2013/01/09 11:30:00",9229.4,49.8,TRADE
NSW1,"2013/01/09 12:00:00",9207.18,49.78,TRADE
NSW1,"2013/01/09 12:30:00",9233.66,49.96,TRADE
NSW1,"2013/01/09 13:00:00",9270.6,49.93,TRADE
NSW1,"2013/01/09 13:30:00",9193.07,49.8,TRADE
NSW1,"2013/01/09 14:00:00",9190.07,49.8,TRADE
NSW1,"2013/01/09 14:30:00",9134.35,49.73,TRADE
NSW1,"2013/01/09 15:00:00",9150.18,49.8,TRADE
NSW1,"2013/01/09 15:30:00",9130.97,49.7,TRADE
NSW1,"2013/01/09 16:00:00",9134.4,49.98,TRADE
NSW1,"2013/01/09 16:30:00",9044.22,49.8,TRADE
NSW1,"2013/01/09 17:00:00",8996.16,49.8,TRADE
NSW1,"2013/01/09 17:30:00",8725.38,49.77,TRADE
NSW1,"2013/01/09 18:00:00",8653.81,49.72,TRADE
NSW1,"2013/01/09 18:30:00",8430.67,49.6,TRADE
NSW1,"2013/01/09 19:00:00",8297.6,49.66,TRADE
NSW1,"2013/01/09 19:30:00",8265.01,49.46,TRADE
