REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2013/03/02 15:00:00",7533.04,52.57,TRADE
NSW1,"2013/03/02 15:30:00",7564.38,53.33,TRADE
NSW1,"2013/03/02 16:00:00",7596.49,54.67,TRADE
NSW1,"2013/03/02 16:30:00",7597.91,54.33,TRADE
NSW1,"2013/03/02 17:00:00",7706.43,55.01,TRADE
NSW1,"2013/03/02 17:30:00",7698.64,54.33,TRADE
NSW1,"2013/03/02 18:00:00",7658.23,53.99,TRADE
NSW1,"2013/03/02 18:30:00",7651.34,55.01,TRADE
NSW1,"2013/03/02 19:00:00",7691.42,61.37,TRADE
NSW1,"2013/03/02 19:30:00",7698.37,64.79,TRADE
NSW1,"2013/03/02 20:00:00",7538.5,55.16,TRADE
NSW1,"2013/03/02 20:30:00",7449.82,54.25,TRADE
NSW1,"2013/03/02 21:00:00",7289.99,52.99,TRADE
NSW1,"2013/03/02 21:30:00",7235.74,52.97,TRADE
NSW1,"2013/03/02 22:00:00",7231.85,51.49,TRADE
NSW1,"2013/03/02 22:30:00",7216.72,55.69,TRADE
NSW1,"2013/03/02 23:00:00",7060.48,52.48,TRADE
NSW1,"2013/03/02 23:30:00",6863.04,52.23,TRADE
NSW1,"2013/03/03 00:00:00",6760.93,50.67,TRADE
NSW1,"2013/03/03 00:30:00",6581.64,48.72,TRADE
NSW1,"2013/03/03 01:00:00",6361.89,48.35,TRADE
NSW1,"2013/03/03 01:30:00",6143.29,47.35,TRADE
NSW1,"2013/03/03 02:00:00",5931.43,44.1,TRADE
NSW1,"2013/03/03 02:30:00",5824.59,44.06,TRADE
NSW1,"2013/03/03 03:00:00",5719.71,44.24,TRADE
NSW1,"2013/03/03 03:30:00",5703.21,44.3,TRADE
NSW1,"2013/03/03 04:00:00",5735.34,44.31,TRADE
NSW1,"2013/03/03 04:30:00",5689.53,43.46,TRADE
NSW1,"2013/03/03 05:00:00",5761.82,44.95,TRADE
NSW1,"2013/03/03 05:30:00",5904.93,45.88,TRADE
NSW1,"2013/03/03 06:00:00",5966.7,45.09,TRADE
NSW1,"2013/03/03 06:30:00",6151.91,46.16,TRADE
NSW1,"2013/03/03 07:00:00",6460.37,48.33,TRADE
NSW1,"2013/03/03 07:30:00",6772.37,49.32,TRADE
NSW1,"2013/03/03 08:00:00",7129.85,50.2,TRADE
NSW1,"2013/03/03 08:30:00",7373.45,50.84,TRADE
NSW1,"2013/03/03 09:00:00",7501.76,51.17,TRADE
NSW1,"2013/03/03 09:30:00",7600.8,49.88,TRADE
NSW1,"2013/03/03 10:00:00",7625.15,50.56,TRADE
NSW1,"2013/03/03 10:30:00",7593.97,50.67,TRADE
NSW1,"2013/03/03 11:00:00",7578.67,50.1,TRADE
NSW1,"2013/03/03 11:30:00",7573.55,50.5,TRADE
NSW1,"2013/03/03 12:00:00",7503.95,50.04,TRADE
NSW1,"2013/03/03 12:30:00",7507.18,50.17,TRADE
NSW1,"2013/03/03 13:00:00",7470.08,50.05,TRADE
NSW1,"2013/03/03 13:30:00",7395.06,49.81,TRADE
NSW1,"2013/03/03 14:00:00",7385.08,49.99,TRADE
NSW1,"2013/03/03 14:30:00",7414.43,50.03,TRADE
NSW1,"2013/03/03 15:00:00",7464.78,50.11,TRADE
NSW1,"2013/03/03 15:30:00",7488.49,50.2,TRADE
NSW1,"2013/03/03 16:00:00",7571.57,50.34,TRADE
NSW1,"2013/03/03 16:30:00",7549.2,51.26,TRADE
NSW1,"2013/03/03 17:00:00",7692.68,54.68,TRADE
NSW1,"2013/03/03 17:30:00",7825.34,52.23,TRADE
NSW1,"2013/03/03 18:00:00",7839.07,51.74,TRADE
NSW1,"2013/03/03 18:30:00",7759.36,51.02,TRADE
NSW1,"2013/03/03 19:00:00",7901.84,65.2,TRADE
NSW1,"2013/03/03 19:30:00",7907.98,56.94,TRADE
NSW1,"2013/03/03 20:00:00",7778.96,50.28,TRADE
NSW1,"2013/03/03 20:30:00",7551.58,49.33,TRADE
NSW1,"2013/03/03 21:00:00",7318.61,49.5,TRADE
NSW1,"2013/03/03 21:30:00",7296.28,49.73,TRADE
NSW1,"2013/03/03 22:00:00",7113.71,49.17,TRADE
NSW1,"2013/03/03 22:30:00",7060,49.76,TRADE
NSW1,"2013/03/03 23:00:00",6887.09,49.73,TRADE
NSW1,"2013/03/03 23:30:00",6712.6,50.18,TRADE
NSW1,"2013/03/04 00:00:00",6638.67,49.8,TRADE
NSW1,"2013/03/04 00:30:00",6494.99,48.26,TRADE
NSW1,"2013/03/04 01:00:00",6378.62,47.84,TRADE
NSW1,"2013/03/04 01:30:00",6205.81,45.45,TRADE
NSW1,"2013/03/04 02:00:00",6004.5,43.62,TRADE
NSW1,"2013/03/04 02:30:00",5908.43,43.83,TRADE
NSW1,"2013/03/04 03:00:00",5856.37,44.33,TRADE
NSW1,"2013/03/04 03:30:00",5920.28,44.18,TRADE
NSW1,"2013/03/04 04:00:00",6017.09,45.06,TRADE
NSW1,"2013/03/04 04:30:00",6219.1,47.2,TRADE
NSW1,"2013/03/04 05:00:00",6557.25,49.16,TRADE
NSW1,"2013/03/04 05:30:00",7124.47,54.86,TRADE
NSW1,"2013/03/04 06:00:00",7641.91,52.99,TRADE
NSW1,"2013/03/04 06:30:00",8028.12,58.12,TRADE
NSW1,"2013/03/04 07:00:00",8425.79,67.05,TRADE
NSW1,"2013/03/04 07:30:00",8620.23,52.95,TRADE
NSW1,"2013/03/04 08:00:00",8680.42,54.44,TRADE
NSW1,"2013/03/04 08:30:00",8858.03,55.02,TRADE
NSW1,"2013/03/04 09:00:00",8946.77,55,TRADE
NSW1,"2013/03/04 09:30:00",8989.83,55.01,TRADE
NSW1,"2013/03/04 10:00:00",9003.06,54.8,TRADE
NSW1,"2013/03/04 10:30:00",9038.5,54.76,TRADE
NSW1,"2013/03/04 11:00:00",8989.4,54.93,TRADE
NSW1,"2013/03/04 11:30:00",9039.95,55.04,TRADE
NSW1,"2013/03/04 12:00:00",9036.96,55.01,TRADE
NSW1,"2013/03/04 12:30:00",9007.93,55.53,TRADE
NSW1,"2013/03/04 13:00:00",9041.68,55.01,TRADE
NSW1,"2013/03/04 13:30:00",9028.33,55.28,TRADE
NSW1,"2013/03/04 14:00:00",9003.98,56.44,TRADE
NSW1,"2013/03/04 14:30:00",8937.17,55,TRADE
NSW1,"2013/03/04 15:00:00",8919.55,56.57,TRADE
NSW1,"2013/03/04 15:30:00",8933.2,57.66,TRADE
NSW1,"2013/03/04 16:00:00",8951.37,54.98,TRADE
NSW1,"2013/03/04 16:30:00",8938.32,55.29,TRADE
NSW1,"2013/03/04 17:00:00",8914.95,56.05,TRADE
NSW1,"2013/03/04 17:30:00",8715.75,50.62,TRADE
NSW1,"2013/03/04 18:00:00",8643.34,50.91,TRADE
NSW1,"2013/03/04 18:30:00",8537.18,50.31,TRADE
NSW1,"2013/03/04 19:00:00",8602.84,56.15,TRADE
NSW1,"2013/03/04 19:30:00",8564.32,58.81,TRADE
NSW1,"2013/03/04 20:00:00",8376.17,53.92,TRADE
NSW1,"2013/03/04 20:30:00",8185.52,53.3,TRADE
NSW1,"2013/03/04 21:00:00",7910.13,49.88,TRADE
NSW1,"2013/03/04 21:30:00",7881.43,50.04,TRADE
NSW1,"2013/03/04 22:00:00",7735.55,49.4,TRADE
NSW1,"2013/03/04 22:30:00",7686.88,59.38,TRADE
NSW1,"2013/03/04 23:00:00",7627.4,54.47,TRADE
NSW1,"2013/03/04 23:30:00",7451.89,51.78,TRADE
NSW1,"2013/03/05 00:00:00",7321.02,51.02,TRADE
NSW1,"2013/03/05 00:30:00",7120.6,49.83,TRADE
NSW1,"2013/03/05 01:00:00",6902.67,48.87,TRADE
NSW1,"2013/03/05 01:30:00",6570.33,48.94,TRADE
NSW1,"2013/03/05 02:00:00",6348.31,47.42,TRADE
NSW1,"2013/03/05 02:30:00",6199.9,45.82,TRADE
NSW1,"2013/03/05 03:00:00",6155.04,45.63,TRADE
NSW1,"2013/03/05 03:30:00",6192.55,46.13,TRADE
NSW1,"2013/03/05 04:00:00",6247.45,46.12,TRADE
NSW1,"2013/03/05 04:30:00",6460.61,49.02,TRADE
NSW1,"2013/03/05 05:00:00",6765.35,50.38,TRADE
NSW1,"2013/03/05 05:30:00",7352.48,52.89,TRADE
NSW1,"2013/03/05 06:00:00",7849.06,53.37,TRADE
NSW1,"2013/03/05 06:30:00",8234.43,65.65,TRADE
NSW1,"2013/03/05 07:00:00",8578.24,68.59,TRADE
NSW1,"2013/03/05 07:30:00",8714.93,52.68,TRADE
NSW1,"2013/03/05 08:00:00",8781.01,56.22,TRADE
NSW1,"2013/03/05 08:30:00",8936.31,59.22,TRADE
NSW1,"2013/03/05 09:00:00",9056.37,62.47,TRADE
NSW1,"2013/03/05 09:30:00",9106.1,57.56,TRADE
NSW1,"2013/03/05 10:00:00",9152.85,54.87,TRADE
NSW1,"2013/03/05 10:30:00",9116.05,58.11,TRADE
NSW1,"2013/03/05 11:00:00",9120.24,60.92,TRADE
NSW1,"2013/03/05 11:30:00",9139.18,54.31,TRADE
NSW1,"2013/03/05 12:00:00",9165.49,60.99,TRADE
NSW1,"2013/03/05 12:30:00",9133.4,50.63,TRADE
NSW1,"2013/03/05 13:00:00",9134.77,54.22,TRADE
NSW1,"2013/03/05 13:30:00",9164.77,54.45,TRADE
NSW1,"2013/03/05 14:00:00",9183.32,53.49,TRADE
NSW1,"2013/03/05 14:30:00",9165.13,52.63,TRADE
NSW1,"2013/03/05 15:00:00",9195.03,55.33,TRADE
NSW1,"2013/03/05 15:30:00",9268.57,54.01,TRADE
NSW1,"2013/03/05 16:00:00",9254.7,54.51,TRADE
NSW1,"2013/03/05 16:30:00",9170.44,53.66,TRADE
NSW1,"2013/03/05 17:00:00",9148.39,53.5,TRADE
NSW1,"2013/03/05 17:30:00",8917.66,55.3,TRADE
NSW1,"2013/03/05 18:00:00",8897.23,60.31,TRADE
NSW1,"2013/03/05 18:30:00",8690.07,55.77,TRADE
NSW1,"2013/03/05 19:00:00",8789.6,56.59,TRADE
NSW1,"2013/03/05 19:30:00",8767.51,54.18,TRADE
NSW1,"2013/03/05 20:00:00",8632.58,53.31,TRADE
NSW1,"2013/03/05 20:30:00",8455.56,61.39,TRADE
NSW1,"2013/03/05 21:00:00",8194.54,59.61,TRADE
NSW1,"2013/03/05 21:30:00",8127.03,52.42,TRADE
NSW1,"2013/03/05 22:00:00",7892.44,49.05,TRADE
NSW1,"2013/03/05 22:30:00",7856.3,67.8,TRADE
NSW1,"2013/03/05 23:00:00",7791.87,56.15,TRADE
NSW1,"2013/03/05 23:30:00",7561.18,52.43,TRADE
NSW1,"2013/03/06 00:00:00",7458.95,55.07,TRADE
NSW1,"2013/03/06 00:30:00",7265.23,49.75,TRADE
NSW1,"2013/03/06 01:00:00",6995.15,48.41,TRADE
NSW1,"2013/03/06 01:30:00",6669.56,47.99,TRADE
NSW1,"2013/03/06 02:00:00",6474.9,46.25,TRADE
NSW1,"2013/03/06 02:30:00",6333.87,45.03,TRADE
NSW1,"2013/03/06 03:00:00",6252.09,44.33,TRADE
NSW1,"2013/03/06 03:30:00",6267.86,44.33,TRADE
NSW1,"2013/03/06 04:00:00",6341.32,45.33,TRADE
NSW1,"2013/03/06 04:30:00",6565.96,47.37,TRADE
NSW1,"2013/03/06 05:00:00",6853.15,50.35,TRADE
NSW1,"2013/03/06 05:30:00",7431.22,51.26,TRADE
NSW1,"2013/03/06 06:00:00",7888.39,50.64,TRADE
NSW1,"2013/03/06 06:30:00",8251.01,62.94,TRADE
NSW1,"2013/03/06 07:00:00",8566.72,61.71,TRADE
NSW1,"2013/03/06 07:30:00",8695.13,51.95,TRADE
NSW1,"2013/03/06 08:00:00",8786.76,55.19,TRADE
NSW1,"2013/03/06 08:30:00",8928,59.52,TRADE
NSW1,"2013/03/06 09:00:00",9022.98,59.3,TRADE
NSW1,"2013/03/06 09:30:00",9108.22,54.32,TRADE
NSW1,"2013/03/06 10:00:00",9185.08,55.24,TRADE
NSW1,"2013/03/06 10:30:00",9193.11,55.9,TRADE
NSW1,"2013/03/06 11:00:00",9252.53,64.72,TRADE
NSW1,"2013/03/06 11:30:00",9253.42,73.5,TRADE
NSW1,"2013/03/06 12:00:00",9271.75,71.72,TRADE
NSW1,"2013/03/06 12:30:00",9296.94,62.87,TRADE
NSW1,"2013/03/06 13:00:00",9293.17,57.73,TRADE
NSW1,"2013/03/06 13:30:00",9309.25,53.99,TRADE
NSW1,"2013/03/06 14:00:00",9341.59,53.33,TRADE
NSW1,"2013/03/06 14:30:00",9332.82,51.07,TRADE
NSW1,"2013/03/06 15:00:00",9474.71,49.32,TRADE
NSW1,"2013/03/06 15:30:00",9487.6,51.15,TRADE
NSW1,"2013/03/06 16:00:00",9561.33,53.99,TRADE
NSW1,"2013/03/06 16:30:00",9513.58,49.36,TRADE
NSW1,"2013/03/06 17:00:00",9421.56,50.8,TRADE
NSW1,"2013/03/06 17:30:00",9160.2,49.97,TRADE
NSW1,"2013/03/06 18:00:00",9049.53,50.18,TRADE
NSW1,"2013/03/06 18:30:00",8872.28,55.67,TRADE
NSW1,"2013/03/06 19:00:00",8967.49,63.62,TRADE
NSW1,"2013/03/06 19:30:00",8906.6,66.52,TRADE
NSW1,"2013/03/06 20:00:00",8697.88,61.27,TRADE
NSW1,"2013/03/06 20:30:00",8491.49,56.76,TRADE
NSW1,"2013/03/06 21:00:00",8195.34,54.12,TRADE
NSW1,"2013/03/06 21:30:00",8143.36,65.24,TRADE
NSW1,"2013/03/06 22:00:00",7944.6,54.04,TRADE
NSW1,"2013/03/06 22:30:00",7860.91,65.11,TRADE
NSW1,"2013/03/06 23:00:00",7693.19,53.98,TRADE
NSW1,"2013/03/06 23:30:00",7532.89,63.99,TRADE
NSW1,"2013/03/07 00:00:00",7413.33,56.3,TRADE
NSW1,"2013/03/07 00:30:00",7203.02,52.6,TRADE
NSW1,"2013/03/07 01:00:00",6992.06,49.41,TRADE
NSW1,"2013/03/07 01:30:00",6675.61,49.51,TRADE
NSW1,"2013/03/07 02:00:00",6418.91,48.26,TRADE
NSW1,"2013/03/07 02:30:00",6296.9,47.48,TRADE
NSW1,"2013/03/07 03:00:00",6210.9,47.95,TRADE
NSW1,"2013/03/07 03:30:00",6227.79,48.59,TRADE
NSW1,"2013/03/07 04:00:00",6315.97,49.18,TRADE
NSW1,"2013/03/07 04:30:00",6565.89,50.1,TRADE
NSW1,"2013/03/07 05:00:00",6814.12,51.45,TRADE
NSW1,"2013/03/07 05:30:00",7401.37,57.88,TRADE
NSW1,"2013/03/07 06:00:00",7878.49,62.37,TRADE
NSW1,"2013/03/07 06:30:00",8319.9,65.18,TRADE
NSW1,"2013/03/07 07:00:00",8606.43,65.82,TRADE
NSW1,"2013/03/07 07:30:00",8778.41,54.53,TRADE
NSW1,"2013/03/07 08:00:00",8863.22,58,TRADE
NSW1,"2013/03/07 08:30:00",9071.25,64.9,TRADE
NSW1,"2013/03/07 09:00:00",9218.36,62.94,TRADE
NSW1,"2013/03/07 09:30:00",9264.84,63.16,TRADE
NSW1,"2013/03/07 10:00:00",9291.26,63,TRADE
NSW1,"2013/03/07 10:30:00",9357.29,59.8,TRADE
NSW1,"2013/03/07 11:00:00",9414.09,62.31,TRADE
NSW1,"2013/03/07 11:30:00",9458.82,60.74,TRADE
NSW1,"2013/03/07 12:00:00",9513.19,62.19,TRADE
NSW1,"2013/03/07 12:30:00",9586.25,53.73,TRADE
NSW1,"2013/03/07 13:00:00",9684.31,52.34,TRADE
NSW1,"2013/03/07 13:30:00",9693.17,53.13,TRADE
NSW1,"2013/03/07 14:00:00",9744.09,54.43,TRADE
NSW1,"2013/03/07 14:30:00",9788.54,54.73,TRADE
NSW1,"2013/03/07 15:00:00",9888.51,56.03,TRADE
NSW1,"2013/03/07 15:30:00",9974.29,54.33,TRADE
NSW1,"2013/03/07 16:00:00",10045.54,58.1,TRADE
NSW1,"2013/03/07 16:30:00",9933.78,54.84,TRADE
NSW1,"2013/03/07 17:00:00",9895.33,60.99,TRADE
NSW1,"2013/03/07 17:30:00",9618.42,53.8,TRADE
NSW1,"2013/03/07 18:00:00",9445.54,75.53,TRADE
NSW1,"2013/03/07 18:30:00",9214.07,58.67,TRADE
NSW1,"2013/03/07 19:00:00",9285.48,63.33,TRADE
NSW1,"2013/03/07 19:30:00",9213.59,58.03,TRADE
NSW1,"2013/03/07 20:00:00",8981.15,56.2,TRADE
NSW1,"2013/03/07 20:30:00",8724.1,54.44,TRADE
NSW1,"2013/03/07 21:00:00",8399.2,53.31,TRADE
NSW1,"2013/03/07 21:30:00",8287.03,51.9,TRADE
NSW1,"2013/03/07 22:00:00",8077.33,49.57,TRADE
NSW1,"2013/03/07 22:30:00",7963.64,63.41,TRADE
NSW1,"2013/03/07 23:00:00",7824.8,55.24,TRADE
NSW1,"2013/03/07 23:30:00",7577.18,54.16,TRADE
NSW1,"2013/03/08 00:00:00",7419.85,52.97,TRADE
NSW1,"2013/03/08 00:30:00",7251.89,49.56,TRADE
NSW1,"2013/03/08 01:00:00",7042,49.66,TRADE
NSW1,"2013/03/08 01:30:00",6783.2,49.7,TRADE
NSW1,"2013/03/08 02:00:00",6523.12,49.14,TRADE
NSW1,"2013/03/08 02:30:00",6402.4,49.52,TRADE
NSW1,"2013/03/08 03:00:00",6342.18,49.52,TRADE
NSW1,"2013/03/08 03:30:00",6332.91,49.51,TRADE
NSW1,"2013/03/08 04:00:00",6407.66,49.56,TRADE
NSW1,"2013/03/08 04:30:00",6659.53,49.7,TRADE
NSW1,"2013/03/08 05:00:00",6965.82,50.17,TRADE
NSW1,"2013/03/08 05:30:00",7537.51,52.31,TRADE
NSW1,"2013/03/08 06:00:00",8029.31,53.03,TRADE
NSW1,"2013/03/08 06:30:00",8425.49,69.46,TRADE
NSW1,"2013/03/08 07:00:00",8784.55,67.92,TRADE
NSW1,"2013/03/08 07:30:00",8889.8,49.54,TRADE
NSW1,"2013/03/08 08:00:00",8999.73,53.99,TRADE
NSW1,"2013/03/08 08:30:00",9186.45,55.02,TRADE
NSW1,"2013/03/08 09:00:00",9294.62,55.39,TRADE
NSW1,"2013/03/08 09:30:00",9388.89,54.98,TRADE
NSW1,"2013/03/08 10:00:00",9382.71,55.03,TRADE
NSW1,"2013/03/08 10:30:00",9429.69,59.24,TRADE
NSW1,"2013/03/08 11:00:00",9462.86,60.04,TRADE
NSW1,"2013/03/08 11:30:00",9456.87,57.63,TRADE
NSW1,"2013/03/08 12:00:00",9450.89,55.01,TRADE
NSW1,"2013/03/08 12:30:00",9464.03,53.68,TRADE
NSW1,"2013/03/08 13:00:00",9475.07,54.33,TRADE
NSW1,"2013/03/08 13:30:00",9531.75,54.94,TRADE
NSW1,"2013/03/08 14:00:00",9555.45,54.77,TRADE
NSW1,"2013/03/08 14:30:00",9457.11,54.78,TRADE
NSW1,"2013/03/08 15:00:00",9512.32,55,TRADE
NSW1,"2013/03/08 15:30:00",9510.02,52.63,TRADE
NSW1,"2013/03/08 16:00:00",9557.36,55.97,TRADE
NSW1,"2013/03/08 16:30:00",9429.53,54.94,TRADE
NSW1,"2013/03/08 17:00:00",9239.05,53.99,TRADE
NSW1,"2013/03/08 17:30:00",8963.2,53.99,TRADE
NSW1,"2013/03/08 18:00:00",8773.28,57.13,TRADE
NSW1,"2013/03/08 18:30:00",8586.61,52.1,TRADE
NSW1,"2013/03/08 19:00:00",8740.17,54.06,TRADE
NSW1,"2013/03/08 19:30:00",8691.58,50.08,TRADE
NSW1,"2013/03/08 20:00:00",8480.3,49.29,TRADE
NSW1,"2013/03/08 20:30:00",8308.65,54.16,TRADE
NSW1,"2013/03/08 21:00:00",8134.41,52.37,TRADE
NSW1,"2013/03/08 21:30:00",8221.43,51.96,TRADE
NSW1,"2013/03/08 22:00:00",7954.15,47.89,TRADE
NSW1,"2013/03/08 22:30:00",8031.36,58.37,TRADE
NSW1,"2013/03/08 23:00:00",7897.8,50.3,TRADE
NSW1,"2013/03/08 23:30:00",7645.15,49.73,TRADE
NSW1,"2013/03/09 00:00:00",7514.5,49.69,TRADE
NSW1,"2013/03/09 00:30:00",7249.17,49.57,TRADE
NSW1,"2013/03/09 01:00:00",7052.24,49.41,TRADE
NSW1,"2013/03/09 01:30:00",6663.9,48.72,TRADE
NSW1,"2013/03/09 02:00:00",6453.58,48.62,TRADE
NSW1,"2013/03/09 02:30:00",6277.7,45.75,TRADE
NSW1,"2013/03/09 03:00:00",6240.88,47.48,TRADE
NSW1,"2013/03/09 03:30:00",6183.96,46.16,TRADE
NSW1,"2013/03/09 04:00:00",6194.4,46.56,TRADE
NSW1,"2013/03/09 04:30:00",6281.01,47.01,TRADE
NSW1,"2013/03/09 05:00:00",6320.49,47.11,TRADE
NSW1,"2013/03/09 05:30:00",6567.13,49.89,TRADE
NSW1,"2013/03/09 06:00:00",6691.47,48.74,TRADE
NSW1,"2013/03/09 06:30:00",6906.01,49.66,TRADE
NSW1,"2013/03/09 07:00:00",7311.91,49.92,TRADE
NSW1,"2013/03/09 07:30:00",7651.42,50.03,TRADE
NSW1,"2013/03/09 08:00:00",7928.5,50.06,TRADE
NSW1,"2013/03/09 08:30:00",8257.35,51.21,TRADE
NSW1,"2013/03/09 09:00:00",8339.8,54.68,TRADE
NSW1,"2013/03/09 09:30:00",8399.06,55.07,TRADE
NSW1,"2013/03/09 10:00:00",8396.65,55.67,TRADE
NSW1,"2013/03/09 10:30:00",8390.53,56.01,TRADE
NSW1,"2013/03/09 11:00:00",8420.21,55.76,TRADE
NSW1,"2013/03/09 11:30:00",8430.03,55.19,TRADE
NSW1,"2013/03/09 12:00:00",8395.64,55.06,TRADE
NSW1,"2013/03/09 12:30:00",8436.57,53.99,TRADE
NSW1,"2013/03/09 13:00:00",8425.22,55.01,TRADE
NSW1,"2013/03/09 13:30:00",8381.55,54.32,TRADE
NSW1,"2013/03/09 14:00:00",8397.36,52.73,TRADE
NSW1,"2013/03/09 14:30:00",8402.19,55.89,TRADE
NSW1,"2013/03/09 15:00:00",8460.92,55.52,TRADE
NSW1,"2013/03/09 15:30:00",8496.85,58.44,TRADE
NSW1,"2013/03/09 16:00:00",8563.92,59.31,TRADE
NSW1,"2013/03/09 16:30:00",8516.97,54.24,TRADE
NSW1,"2013/03/09 17:00:00",8538.47,57.36,TRADE
NSW1,"2013/03/09 17:30:00",8474.97,55.29,TRADE
NSW1,"2013/03/09 18:00:00",8339,54.66,TRADE
NSW1,"2013/03/09 18:30:00",8294.31,52,TRADE
NSW1,"2013/03/09 19:00:00",8419,59.75,TRADE
NSW1,"2013/03/09 19:30:00",8415.42,63.89,TRADE
NSW1,"2013/03/09 20:00:00",8269.22,58.97,TRADE
NSW1,"2013/03/09 20:30:00",8098.36,59.15,TRADE
NSW1,"2013/03/09 21:00:00",7965.87,58.75,TRADE
NSW1,"2013/03/09 21:30:00",7824.57,58.48,TRADE
NSW1,"2013/03/09 22:00:00",7758.75,56.45,TRADE
NSW1,"2013/03/09 22:30:00",7701.44,62.37,TRADE
NSW1,"2013/03/09 23:00:00",7488.89,62.88,TRADE
NSW1,"2013/03/09 23:30:00",7281.13,60.45,TRADE
NSW1,"2013/03/10 00:00:00",7156.63,59.05,TRADE
NSW1,"2013/03/10 00:30:00",6964.9,58.75,TRADE
NSW1,"2013/03/10 01:00:00",6497.89,49.07,TRADE
NSW1,"2013/03/10 01:30:00",6238.38,49.44,TRADE
NSW1,"2013/03/10 02:00:00",6112.8,49.44,TRADE
NSW1,"2013/03/10 02:30:00",6170.73,49.46,TRADE
NSW1,"2013/03/10 03:00:00",6076.19,49.41,TRADE
NSW1,"2013/03/10 03:30:00",6071.03,49.81,TRADE
NSW1,"2013/03/10 04:00:00",6075.81,49.6,TRADE
NSW1,"2013/03/10 04:30:00",6130.73,49.49,TRADE
NSW1,"2013/03/10 05:00:00",6123.62,49.3,TRADE
NSW1,"2013/03/10 05:30:00",6299.1,49.9,TRADE
NSW1,"2013/03/10 06:00:00",6327.64,49.04,TRADE
NSW1,"2013/03/10 06:30:00",6530.87,49.58,TRADE
NSW1,"2013/03/10 07:00:00",6805.85,49.98,TRADE
NSW1,"2013/03/10 07:30:00",7108,50.35,TRADE
NSW1,"2013/03/10 08:00:00",7448.34,52.39,TRADE
NSW1,"2013/03/10 08:30:00",7614.43,54.16,TRADE
NSW1,"2013/03/10 09:00:00",7793.53,57.8,TRADE
NSW1,"2013/03/10 09:30:00",7991.86,60.02,TRADE
NSW1,"2013/03/10 10:00:00",7978.47,58.77,TRADE
NSW1,"2013/03/10 10:30:00",8082.22,63.25,TRADE
NSW1,"2013/03/10 11:00:00",8117.77,59.6,TRADE
NSW1,"2013/03/10 11:30:00",8188.34,62.32,TRADE
NSW1,"2013/03/10 12:00:00",8193.79,59.79,TRADE
NSW1,"2013/03/10 12:30:00",8225.97,57.63,TRADE
NSW1,"2013/03/10 13:00:00",8241.95,55.16,TRADE
NSW1,"2013/03/10 13:30:00",8280.5,55.19,TRADE
NSW1,"2013/03/10 14:00:00",8343.21,55.01,TRADE
NSW1,"2013/03/10 14:30:00",8368.05,56.21,TRADE
NSW1,"2013/03/10 15:00:00",8479.08,56.3,TRADE
NSW1,"2013/03/10 15:30:00",8575.76,59.21,TRADE
NSW1,"2013/03/10 16:00:00",8635.91,61.37,TRADE
NSW1,"2013/03/10 16:30:00",8602.88,61.4,TRADE
NSW1,"2013/03/10 17:00:00",8616.61,62.31,TRADE
NSW1,"2013/03/10 17:30:00",8582.79,58.32,TRADE
NSW1,"2013/03/10 18:00:00",8474.46,58.47,TRADE
NSW1,"2013/03/10 18:30:00",8430.52,55.98,TRADE
NSW1,"2013/03/10 19:00:00",8543.47,61.58,TRADE
NSW1,"2013/03/10 19:30:00",8560.97,68.05,TRADE
NSW1,"2013/03/10 20:00:00",8402.55,62.86,TRADE
NSW1,"2013/03/10 20:30:00",8180.96,60.75,TRADE
NSW1,"2013/03/10 21:00:00",7984.93,56.03,TRADE
NSW1,"2013/03/10 21:30:00",7846.94,52.58,TRADE
NSW1,"2013/03/10 22:00:00",7633.04,49.19,TRADE
NSW1,"2013/03/10 22:30:00",7495.89,49.91,TRADE
NSW1,"2013/03/10 23:00:00",7337.12,49.73,TRADE
NSW1,"2013/03/10 23:30:00",7069.29,49.7,TRADE
NSW1,"2013/03/11 00:00:00",6929.48,50.75,TRADE
NSW1,"2013/03/11 00:30:00",6765.26,48.82,TRADE
NSW1,"2013/03/11 01:00:00",6617.07,48.32,TRADE
NSW1,"2013/03/11 01:30:00",6386.88,45.62,TRADE
NSW1,"2013/03/11 02:00:00",6307.07,45.46,TRADE
NSW1,"2013/03/11 02:30:00",6155.73,45.13,TRADE
NSW1,"2013/03/11 03:00:00",6140.62,45.44,TRADE
NSW1,"2013/03/11 03:30:00",6192.86,45.71,TRADE
NSW1,"2013/03/11 04:00:00",6265.31,46.1,TRADE
NSW1,"2013/03/11 04:30:00",6478.91,47.42,TRADE
NSW1,"2013/03/11 05:00:00",6771.19,50.07,TRADE
NSW1,"2013/03/11 05:30:00",7360.15,52.61,TRADE
NSW1,"2013/03/11 06:00:00",7831.66,51.88,TRADE
NSW1,"2013/03/11 06:30:00",8219.09,53.77,TRADE
NSW1,"2013/03/11 07:00:00",8580.04,55.75,TRADE
NSW1,"2013/03/11 07:30:00",8810.72,54.56,TRADE
NSW1,"2013/03/11 08:00:00",8975.71,55.16,TRADE
NSW1,"2013/03/11 08:30:00",9206.19,55.08,TRADE
NSW1,"2013/03/11 09:00:00",9346.73,61.11,TRADE
NSW1,"2013/03/11 09:30:00",9492.36,62.19,TRADE
NSW1,"2013/03/11 10:00:00",9501.04,59.89,TRADE
