#YY-MM-DD hh:mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2011-03-21 06:50,140,6.6,8.1,1.77,7.69,5.35,999,1028.6,19.5,19.4,12.8,99.0,99.00
2011-03-21 07:50,157,6.2,7.3,1.62,6.67,5.28,999,1028.3,19.3,19.5,12.8,99.0,99.00
2011-03-21 08:50,162,6.3,8.2,1.47,7.69,5.24,999,1027.8,19.3,19.9,12.4,99.0,99.00
2011-03-21 09:50,158,6.1,7.6,1.42,8.33,5.44,999,1028.0,19.3,19.9,13.0,99.0,99.00
2011-03-21 10:50,162,5.3,6.4,1.42,9.09,5.49,999,1028.6,19.2,20.0,12.8,99.0,99.00
2011-03-21 11:50,171,5.4,6.7,1.43,9.09,5.60,999,1028.6,19.2,20.5,12.6,99.0,99.00
2011-03-21 12:50,169,5.4,6.4,1.33,9.09,5.79,999,1028.9,19.4,20.8,12.7,99.0,99.00
2011-03-21 13:50,182,6.7,8.1,1.52,9.09,6.21,999,1028.5,19.6,21.0,13.6,99.0,99.00
2011-03-21 14:50,187,4.1,5.3,1.32,9.09,5.83,999,1029.4,19.6,20.9,13.0,99.0,99.00
2011-03-21 15:50,191,3.6,4.5,1.26,8.33,5.94,999,1029.2,19.8,21.0,13.6,99.0,99.00
2011-03-21 16:50,196,4.6,5.7,1.29,9.09,6.08,999,1028.7,20.1,20.7,14.2,99.0,99.00
2011-03-21 17:50,213,5.2,7.1,1.23,7.69,5.81,999,1027.9,20.2,20.6,14.1,99.0,99.00
2011-03-21 18:50,213,6.5,8.0,1.28,9.09,5.88,999,1026.4,20.2,20.3,14.5,99.0,99.00
2011-03-21 19:50,247,5.6,6.8,1.16,9.09,5.47,999,1025.5,19.8,20.1,15.4,99.0,99.00
2011-03-21 20:50,230,6.6,7.7,1.06,9.09,4.98,999,1024.1,20.0,20.1,15.5,99.0,99.00
2011-03-21 21:50,233,6.9,8.1,1.03,7.69,4.70,999,1023.5,20.0,20.1,16.1,99.0,99.00
2011-03-21 22:50,239,8.1,9.6,0.97,8.33,4.38,999,1023.0,19.7,20.1,15.9,99.0,99.00
2011-03-21 23:50,228,8.4,9.9,1.01,9.09,4.34,999,1022.3,19.6,20.2,15.8,99.0,99.00
2011-03-22 00:50,223,8.9,10.5,1.01,8.33,4.12,999,1022.2,19.9,20.3,16.5,99.0,99.00
2011-03-22 01:50,220,10.3,12.2,1.05,4.17,4.00,999,1021.9,20.3,20.4,16.8,99.0,99.00
2011-03-22 02:50,217,10.7,12.7,1.15,4.17,4.11,999,1021.0,20.8,20.4,16.3,99.0,99.00
2011-03-22 03:50,220,10.9,12.8,1.24,4.76,4.15,999,1020.4,21.0,20.3,17.3,99.0,99.00
2011-03-22 04:50,223,10.6,12.5,1.38,4.55,4.27,999,1019.9,21.0,20.2,17.6,99.0,99.00
2011-03-22 05:50,236,9.9,11.8,1.41,5.26,4.45,999,1020.2,20.3,19.9,17.8,99.0,99.00
2011-03-22 06:50,237,10.5,12.9,1.45,5.26,4.43,999,1019.8,19.9,19.7,16.7,99.0,99.00
2011-03-22 07:50,240,10.9,13.2,1.54,5.56,4.58,999,1019.1,19.3,19.6,16.4,99.0,99.00
2011-03-22 08:50,240,10.8,13.2,1.47,5.56,4.34,999,1018.7,18.9,19.4,16.0,99.0,99.00
2011-03-22 09:50,244,10.4,12.0,1.52,4.76,4.43,999,1018.7,18.8,19.4,15.8,99.0,99.00
2011-03-22 10:50,245,10.7,13.0,1.49,5.56,4.48,999,1018.7,18.5,19.3,15.9,99.0,99.00
2011-03-22 11:50,248,9.6,11.7,1.47,5.56,4.49,999,1018.9,18.7,19.5,16.0,99.0,99.00
2011-03-22 12:50,255,9.6,11.8,1.37,5.56,4.45,999,1019.1,18.8,19.7,15.4,99.0,99.00
2011-03-22 13:50,256,8.7,10.0,1.25,6.25,4.39,999,1019.1,18.9,19.8,15.4,99.0,99.00
2011-03-22 14:50,264,9.2,10.8,1.21,5.26,4.22,999,1018.8,18.9,19.8,15.3,99.0,99.00
2011-03-22 15:50,257,8.0,9.1,1.14,5.88,4.15,999,1018.5,18.7,19.8,15.6,99.0,99.00
2011-03-22 16:50,253,8.6,10.1,1.11,6.67,4.18,999,1017.7,18.8,19.8,15.9,99.0,99.00
2011-03-22 17:50,246,8.3,9.5,1.08,6.25,4.21,999,1016.8,19.2,19.7,16.3,99.0,99.00
2011-03-22 18:50,242,7.5,8.7,1.01,6.67,4.39,999,1015.9,19.6,19.7,16.4,99.0,99.00
2011-03-22 19:50,234,7.2,8.6,1.01,5.88,4.34,999,1014.9,20.0,19.6,16.5,99.0,99.00
2011-03-22 20:50,224,6.8,7.7,0.96,5.26,4.22,999,1014.2,20.5,19.6,16.6,99.0,99.00
2011-03-22 21:50,218,7.2,9.3,0.94,5.88,4.24,999,1013.4,20.7,19.6,16.6,99.0,99.00
2011-03-22 22:50,221,7.3,8.4,0.91,5.00,4.19,999,1013.2,20.8,19.6,16.8,99.0,99.00
2011-03-22 23:50,224,9.3,10.7,1.00,5.26,3.99,999,1013.2,20.8,19.6,16.8,99.0,99.00
2011-03-23 00:50,225,9.1,10.7,1.14,4.76,4.00,999,1013.6,21.0,19.6,16.3,99.0,99.00
2011-03-23 01:50,226,9.0,10.4,1.13,5.00,3.93,999,1013.9,20.9,19.7,16.4,99.0,99.00
2011-03-23 02:50,229,9.3,11.3,1.24,4.55,3.89,999,1013.8,20.9,19.7,16.6,99.0,99.00
2011-03-23 03:50,233,10.8,12.6,1.20,4.76,3.98,999,1013.4,20.7,19.6,16.6,99.0,99.00
2011-03-23 04:50,236,10.8,12.4,1.38,4.76,4.08,999,1013.1,20.4,19.6,16.5,99.0,99.00
2011-03-23 05:50,236,9.3,11.6,1.35,4.76,4.22,999,1012.9,20.1,19.4,16.2,99.0,99.00
2011-03-23 06:50,239,9.5,10.8,1.42,5.00,4.34,999,1012.2,19.9,19.3,15.8,99.0,99.00
2011-03-23 07:50,242,8.1,10.1,1.19,5.26,4.40,999,1012.2,19.5,19.1,16.0,99.0,99.00
2011-03-23 08:50,247,8.3,9.7,1.16,5.56,4.31,999,1012.0,19.9,18.9,14.8,99.0,99.00
2011-03-23 09:50,252,9.1,10.5,1.10,4.55,4.18,999,1012.0,19.7,18.8,14.2,99.0,99.00
2011-03-23 10:50,254,9.1,10.6,1.15,4.76,4.21,999,1012.4,19.6,18.8,14.5,99.0,99.00
2011-03-23 11:50,254,7.3,8.8,1.17,5.56,4.30,999,1012.9,19.6,18.8,14.4,99.0,99.00
2011-03-23 12:50,251,8.4,10.0,1.16,5.88,4.31,999,1013.1,19.5,18.9,14.9,99.0,99.00
2011-03-23 13:50,246,8.9,10.8,1.27,5.88,4.31,999,1013.2,19.1,18.9,15.4,99.0,99.00
2011-03-23 14:50,244,8.3,10.3,1.24,5.26,4.41,999,1013.1,18.7,19.0,15.6,99.0,99.00
2011-03-23 15:50,242,9.4,10.8,1.29,5.26,4.25,999,1012.3,18.5,19.0,15.7,99.0,99.00
2011-03-23 16:50,236,9.7,11.0,1.26,6.67,4.29,999,1011.4,18.3,18.9,16.1,99.0,99.00
2011-03-23 17:50,229,10.4,12.2,1.25,5.26,4.24,999,1010.4,18.5,18.8,16.2,99.0,99.00
2011-03-23 18:50,227,10.7,12.6,1.29,5.26,4.14,999,1009.2,18.5,18.7,16.2,99.0,99.00
2011-03-23 19:50,223,11.1,12.9,1.38,5.26,4.23,999,1008.7,18.7,18.6,16.3,99.0,99.00
2011-03-23 20:50,220,10.7,13.3,1.52,5.26,4.48,999,1007.9,19.1,18.6,16.1,99.0,99.00
2011-03-23 21:50,217,11.4,13.5,1.55,5.56,4.50,999,1007.1,19.5,18.6,16.2,99.0,99.00
2011-03-23 22:50,215,11.9,14.4,1.67,5.26,4.55,999,1006.5,19.7,18.6,16.5,99.0,99.00
2011-03-23 23:50,213,12.6,15.6,1.73,5.26,4.56,999,1005.9,20.3,18.7,16.6,99.0,99.00
2011-03-24 00:50,215,12.2,15.3,2.00,5.88,4.79,999,1005.6,20.7,18.8,17.1,99.0,99.00
2011-03-24 01:50,220,11.9,14.0,1.98,5.88,4.89,999,1005.9,20.7,18.7,17.0,99.0,99.00
2011-03-24 02:50,222,11.6,13.9,1.85,5.56,4.64,999,1005.7,20.4,18.7,16.4,99.0,99.00
2011-03-24 03:50,231,12.8,15.4,1.67,5.56,4.42,999,1005.3,20.6,18.7,15.3,99.0,99.00
2011-03-24 04:50,233,13.0,15.4,1.84,5.56,4.57,999,1005.0,20.3,18.6,15.1,99.0,99.00
2011-03-24 05:50,236,13.8,18.0,2.19,5.56,4.89,999,1004.9,19.8,18.6,15.3,99.0,99.00
2011-03-24 06:50,233,13.3,16.9,2.49,6.67,5.19,999,1004.5,19.3,18.5,15.9,99.0,99.00
2011-03-24 07:50,233,13.4,16.0,2.46,6.67,5.34,999,1004.0,19.1,18.4,16.3,99.0,99.00
2011-03-24 08:50,236,12.7,15.8,2.57,6.67,5.58,999,1004.1,18.9,18.4,16.3,99.0,99.00
2011-03-24 09:50,243,12.5,15.4,2.50,6.67,5.55,999,1005.2,19.0,18.3,16.3,99.0,99.00
2011-03-24 10:50,242,11.8,13.8,2.42,7.14,5.42,999,1005.9,18.7,18.2,16.4,99.0,99.00
2011-03-24 11:50,240,10.8,12.9,2.33,7.14,5.45,999,1006.5,18.6,18.3,16.5,99.0,99.00
2011-03-24 12:50,236,11.5,13.8,2.18,7.69,5.42,999,1007.0,18.5,18.3,16.6,99.0,99.00
2011-03-24 13:50,237,10.5,13.0,1.89,7.14,4.90,999,1007.3,18.5,18.4,16.7,99.0,99.00
2011-03-24 14:50,240,10.6,12.9,1.77,6.67,4.88,999,1007.2,18.6,18.4,16.7,99.0,99.00
2011-03-24 15:50,239,9.7,10.9,1.95,7.14,5.00,999,1007.2,18.6,18.4,16.8,99.0,99.00
2011-03-24 16:50,236,9.6,12.0,1.95,7.14,5.10,999,1006.9,18.7,18.4,16.9,99.0,99.00
2011-03-24 17:50,236,9.4,11.2,1.81,7.14,4.94,999,1006.4,18.9,18.3,16.8,99.0,99.00
2011-03-24 18:50,232,8.5,9.7,1.61,6.67,4.81,999,1006.0,19.1,18.2,16.5,99.0,99.00
2011-03-24 19:50,228,8.4,9.8,1.66,6.67,4.91,999,1005.7,19.1,18.2,16.5,99.0,99.00
2011-03-24 20:50,230,7.3,8.5,1.54,6.25,4.83,999,1005.6,19.1,18.1,16.1,99.0,99.00
2011-03-24 21:50,234,6.9,8.3,1.43,5.88,4.76,999,1005.9,19.3,18.1,15.6,99.0,99.00
2011-03-24 22:50,253,5.1,5.9,1.37,6.25,4.67,999,1006.7,19.2,18.1,15.4,99.0,99.00
2011-03-24 23:50,274,4.7,6.9,1.35,5.88,4.86,999,1007.7,19.0,18.1,14.6,99.0,99.00
2011-03-25 00:50,306,8.4,10.0,1.29,5.88,4.77,999,1008.6,20.5,18.2,10.6,99.0,99.00
2011-03-25 01:50,313,9.1,10.9,1.17,5.26,4.41,999,1009.8,19.8,18.2,10.5,99.0,99.00
2011-03-25 02:50,313,9.4,11.3,1.20,4.55,4.25,999,1010.3,19.5,18.3,9.5,99.0,99.00
2011-03-25 03:50,315,11.4,13.9,1.11,4.17,4.06,999,1010.2,18.9,18.3,9.1,99.0,99.00
2011-03-25 04:50,307,11.2,13.8,1.16,4.35,3.92,999,1010.5,18.0,18.2,9.2,99.0,99.00
2011-03-25 05:50,18,10.1,12.6,1.13,4.35,3.92,999,1010.7,16.5,18.1,14.2,99.0,99.00
2011-03-25 06:50,22,10.7,12.5,1.06,4.00,3.77,999,1011.1,15.9,18.0,13.6,99.0,99.00
2011-03-25 07:50,20,10.2,12.9,1.41,4.55,4.08,999,1011.4,15.7,17.9,13.4,99.0,99.00
2011-03-25 08:50,28,10.4,12.4,1.76,5.56,4.62,999,1011.9,15.3,18.0,12.7,99.0,99.00
2011-03-25 09:50,35,10.3,12.3,2.08,5.88,5.05,999,1012.7,15.2,18.0,12.4,99.0,99.00
2011-03-25 10:50,46,10.3,12.1,2.50,7.14,5.48,999,1013.0,15.0,18.0,11.6,99.0,99.00
2011-03-25 11:50,40,9.3,11.6,2.52,7.69,5.59,999,1014.1,15.0,17.9,11.2,99.0,99.00
2011-03-25 12:50,37,9.2,11.3,2.42,7.69,5.55,999,1014.7,15.1,17.9,10.9,99.0,99.00
2011-03-25 13:50,38,9.4,11.5,2.13,7.69,5.51,999,1014.9,15.2,18.0,10.7,99.0,99.00
2011-03-25 14:50,44,9.1,10.6,2.14,7.14,5.36,999,1015.6,15.1,18.0,10.5,99.0,99.00
2011-03-25 15:50,32,9.3,11.4,1.95,7.14,5.24,999,1015.6,14.7,18.0,10.3,99.0,99.00
2011-03-25 16:50,43,8.4,10.2,2.15,7.14,5.38,999,1014.8,14.5,18.0,10.2,99.0,99.00
2011-03-25 17:50,35,6.6,8.7,1.89,7.14,5.39,999,1014.6,14.5,18.1,10.2,99.0,99.00
2011-03-25 18:50,23,6.5,8.4,1.76,6.67,5.28,999,1014.3,14.6,18.2,10.4,99.0,99.00
2011-03-25 19:50,17,7.3,8.8,1.82,6.67,5.54,999,1014.0,14.5,18.3,10.5,99.0,99.00
2011-03-25 20:50,19,6.5,8.0,1.63,9.09,5.38,999,1014.1,14.4,18.2,10.8,99.0,99.00
2011-03-25 21:50,30,5.6,7.0,1.76,10.00,5.60,999,1014.1,14.5,18.2,11.0,99.0,99.00
2011-03-25 22:50,23,5.0,6.0,1.68,6.67,5.85,999,1014.5,14.7,18.2,11.3,99.0,99.00
2011-03-25 23:50,43,2.8,3.6,1.44,8.33,5.56,999,1014.5,14.7,18.2,10.9,99.0,99.00
2011-03-26 00:50,37,0.9,2.1,1.30,9.09,5.71,999,1014.6,15.0,18.2,10.6,99.0,99.00
2011-03-26 01:50,180,0.0,0.4,1.31,9.09,5.88,999,1014.9,15.2,18.2,10.3,99.0,99.00
2011-03-26 02:50,16,0.5,1.5,1.20,9.09,6.01,999,1015.0,15.3,18.2,10.4,99.0,99.00
2011-03-26 03:50,281,0.5,1.2,1.16,9.09,6.02,999,1014.8,15.3,18.2,10.2,99.0,99.00
2011-03-26 04:50,226,1.5,2.5,1.15,9.09,6.23,999,1014.5,15.5,18.2,10.3,99.0,99.00
2011-03-26 05:50,226,0.3,1.1,1.10,10.00,6.13,999,1014.2,15.6,18.3,10.3,99.0,99.00
2011-03-26 06:50,259,0.7,1.4,1.05,9.09,6.17,999,1014.0,15.9,18.3,10.4,99.0,99.00
2011-03-26 07:50,197,1.6,2.3,1.03,9.09,6.08,999,1013.4,16.0,18.3,10.6,99.0,99.00
2011-03-26 08:50,232,1.4,2.3,0.96,10.00,5.96,999,1013.7,16.2,18.3,10.4,99.0,99.00
2011-03-26 09:50,239,1.4,2.2,0.96,5.56,5.89,999,1014.1,16.5,18.2,10.7,99.0,99.00
2011-03-26 10:50,210,1.9,2.4,1.01,8.33,6.05,999,1014.4,16.8,18.1,11.2,99.0,99.00
2011-03-26 11:50,202,3.0,3.7,0.93,8.33,5.84,999,1014.7,17.2,18.1,11.2,99.0,99.00
2011-03-26 12:50,201,2.9,3.9,0.80,10.00,5.69,999,1015.0,17.7,18.2,10.4,99.0,99.00
2011-03-26 13:50,185,2.2,2.7,0.86,10.81,6.17,999,1014.9,18.1,18.3,10.2,99.0,99.00
2011-03-26 14:50,199,2.1,2.6,0.75,10.00,6.08,999,1015.1,18.3,18.5,10.7,99.0,99.00
2011-03-26 15:50,186,1.6,2.4,0.76,10.81,6.41,999,1015.2,18.6,18.9,11.0,99.0,99.00
2011-03-26 16:50,160,2.0,2.7,0.73,11.43,6.49,999,1014.7,18.9,19.9,11.9,99.0,99.00
2011-03-26 17:50,174,3.1,3.6,0.73,11.43,6.96,999,1013.7,19.4,19.8,13.3,99.0,99.00
2011-03-26 18:50,184,4.8,5.4,0.74,10.00,7.17,999,1012.7,20.1,19.7,13.6,99.0,99.00
2011-03-26 19:50,173,4.9,5.8,0.79,11.43,5.68,999,1011.6,20.6,19.6,13.0,99.0,99.00
2011-03-26 20:50,186,3.0,3.5,0.72,10.81,5.34,999,1011.5,20.8,19.5,14.3,99.0,99.00
2011-03-26 21:50,196,3.8,4.6,0.71,11.43,5.08,999,1010.8,20.8,19.5,15.7,99.0,99.00
2011-03-26 22:50,224,3.2,4.0,0.74,11.43,5.02,999,1010.9,20.6,19.3,16.8,99.0,99.00
2011-03-26 23:50,193,3.1,3.8,0.77,12.12,4.79,999,1010.3,20.4,19.2,16.9,99.0,99.00
2011-03-27 00:50,196,5.9,6.7,0.86,10.00,4.61,999,1010.1,20.9,19.1,16.5,99.0,99.00
2011-03-27 01:50,200,6.1,7.3,0.95,4.55,4.59,999,1010.5,21.0,19.1,16.9,99.0,99.00
2011-03-27 02:50,186,8.4,9.5,1.02,4.76,4.38,999,1009.1,21.0,19.1,17.1,99.0,99.00
2011-03-27 03:50,198,8.4,9.4,1.12,5.00,4.34,999,1009.0,21.3,19.0,17.3,99.0,99.00
2011-03-27 04:50,199,8.2,9.6,1.27,5.26,4.55,999,1008.4,21.3,19.0,17.8,99.0,99.00
2011-03-27 05:50,217,10.1,12.1,1.54,5.56,4.65,999,1008.0,21.4,19.0,17.6,99.0,99.00
2011-03-27 06:50,220,10.6,12.7,1.70,5.88,4.77,999,1007.5,20.9,19.0,17.0,99.0,99.00
2011-03-27 07:50,227,10.8,12.6,1.80,5.56,4.83,999,1007.8,20.7,18.9,16.6,99.0,99.00
2011-03-27 08:50,237,12.3,15.0,1.94,5.56,5.02,999,1008.0,20.4,18.8,16.4,99.0,99.00
2011-03-27 09:50,262,11.4,14.8,2.03,6.25,4.98,999,1009.4,19.7,18.8,16.7,99.0,99.00
2011-03-27 10:50,252,8.2,9.5,1.91,6.25,5.16,999,1010.2,19.0,18.7,16.6,99.0,99.00
2011-03-27 11:50,232,7.3,9.8,1.71,5.88,5.04,999,1008.9,18.7,18.7,15.8,99.0,99.00
2011-03-27 12:50,238,6.5,8.0,1.64,5.88,5.08,999,1010.0,19.2,18.7,16.7,99.0,99.00
2011-03-27 13:50,244,5.5,6.8,1.48,6.25,5.09,999,1010.8,19.1,18.8,16.4,99.0,99.00
2011-03-27 14:50,292,6.1,7.0,1.35,5.88,5.21,999,1012.3,18.3,18.8,16.0,99.0,99.00
2011-03-27 15:50,325,3.9,5.5,1.35,6.25,5.19,999,1012.1,18.3,18.9,15.9,99.0,99.00
2011-03-27 16:50,289,0.2,0.6,1.27,6.25,5.22,999,1012.0,18.3,18.9,15.8,99.0,99.00
2011-03-27 17:50,83,0.7,1.2,1.11,5.88,5.16,999,1011.1,18.7,19.2,15.9,99.0,99.00
2011-03-27 18:50,22,6.7,8.2,1.09,6.25,5.06,999,1010.7,17.4,19.3,15.6,99.0,99.00
2011-03-27 19:50,19,9.4,11.6,99.00,99.00,99.00,999,1010.8,13.8,18.9,12.9,99.0,99.00
2011-03-27 20:50,22,9.7,11.4,1.32,4.35,4.26,999,1011.8,13.5,18.8,12.8,99.0,99.00
2011-03-27 21:50,109,10.3,12.5,1.37,4.76,4.30,999,1009.3,14.2,18.7,13.3,99.0,99.00
2011-03-27 22:50,14,9.3,11.7,1.46,5.00,4.38,999,1012.9,13.7,18.7,12.5,99.0,99.00
2011-03-27 23:50,23,9.5,11.7,1.55,4.76,4.40,999,1013.2,13.6,18.6,12.5,99.0,99.00
2011-03-28 00:50,30,10.2,12.5,1.57,5.00,4.44,999,1013.6,13.3,18.5,12.4,99.0,99.00
2011-03-28 01:50,20,11.1,13.1,1.64,5.56,4.44,999,1014.4,13.1,18.4,12.1,99.0,99.00
2011-03-28 02:50,29,9.7,11.2,1.70,5.56,4.57,999,1015.6,13.0,18.3,11.8,99.0,99.00
2011-03-28 03:50,23,11.9,14.0,1.75,5.56,4.64,999,1014.9,12.4,18.2,11.3,99.0,99.00
2011-03-28 04:50,30,11.4,13.8,1.76,6.25,4.63,999,1014.7,12.9,18.0,11.6,99.0,99.00
2011-03-28 05:50,33,9.5,11.6,1.67,6.25,4.60,999,1015.4,12.7,17.8,11.7,99.0,99.00
2011-03-28 06:50,40,8.9,10.7,1.68,5.88,4.87,999,1015.1,12.6,17.5,11.5,99.0,99.00
2011-03-28 07:50,35,9.2,11.6,1.65,6.25,4.74,999,1014.2,12.8,17.3,11.7,99.0,99.00
2011-03-28 08:50,46,8.9,10.8,1.61,5.88,4.76,999,1013.7,13.2,17.1,12.1,99.0,99.00
2011-03-28 09:50,43,8.2,10.2,1.54,6.67,4.60,999,1014.0,13.8,17.2,12.6,99.0,99.00
2011-03-28 10:50,33,9.5,11.2,1.57,6.67,4.73,999,1014.2,13.6,17.2,12.6,99.0,99.00
2011-03-28 11:50,44,10.0,11.7,1.66,5.88,4.67,999,1013.6,13.6,17.3,12.6,99.0,99.00
2011-03-28 12:50,48,9.7,11.5,1.70,5.88,4.68,999,1013.9,14.2,17.3,13.1,99.0,99.00
2011-03-28 13:50,38,8.7,10.4,1.64,6.25,4.70,999,1014.9,14.2,17.4,12.9,99.0,99.00
2011-03-28 14:50,4,11.8,14.9,1.75,6.67,4.74,999,1015.7,12.9,17.5,11.7,99.0,99.00
2011-03-28 15:50,30,11.9,14.3,1.88,6.67,4.67,999,1014.6,11.3,17.6,10.2,99.0,99.00
2011-03-28 16:50,31,11.9,14.3,1.94,6.25,4.83,999,1014.2,12.5,17.6,11.0,99.0,99.00
2011-03-28 17:50,43,7.0,9.2,1.95,6.67,4.97,999,1014.5,15.1,17.8,13.1,99.0,99.00
2011-03-28 18:50,8,11.4,13.7,1.66,6.25,4.86,999,1014.0,13.0,17.9,12.1,99.0,99.00
2011-03-28 19:50,7,11.3,13.8,1.80,6.67,4.72,999,1014.3,11.0,18.0,10.2,99.0,99.00
2011-03-28 20:50,14,10.5,12.5,2.02,5.88,4.78,999,1014.7,11.1,18.0,10.2,99.0,99.00
2011-03-28 21:50,12,10.0,12.1,1.96,6.25,4.88,999,1015.4,10.9,18.0,10.0,99.0,99.00
2011-03-28 22:50,21,9.8,12.1,1.89,5.88,4.85,999,1015.4,11.3,18.0,10.3,99.0,99.00
2011-03-28 23:50,18,9.1,11.8,1.80,5.88,4.90,999,1016.2,11.8,18.0,10.5,99.0,99.00
2011-03-29 00:50,19,9.2,10.8,1.70,6.25,4.68,999,1017.0,11.8,18.0,10.3,99.0,99.00
2011-03-29 01:50,15,9.6,11.4,1.54,5.88,4.61,999,1018.1,11.7,18.0,10.3,99.0,99.00
2011-03-29 02:50,9,9.8,11.3,1.69,6.67,4.77,999,1018.5,11.3,18.0,10.4,99.0,99.00
2011-03-29 03:50,17,8.7,10.2,1.68,6.67,4.74,999,1018.8,11.3,18.1,10.0,99.0,99.00
2011-03-29 04:50,19,8.3,9.6,1.48,5.88,4.69,999,1018.8,11.4,18.1,9.5,99.0,99.00
2011-03-29 05:50,19,7.9,10.0,1.47,6.67,4.78,999,1019.1,11.9,18.1,9.8,99.0,99.00
2011-03-29 06:50,12,8.2,10.0,1.44,6.67,4.66,999,1018.8,12.0,18.1,9.5,99.0,99.00
2011-03-29 07:50,16,8.2,9.8,1.48,7.69,4.92,999,1018.1,12.2,18.0,9.5,99.0,99.00
2011-03-29 08:50,10,7.8,9.7,1.59,6.25,5.06,999,1018.2,12.3,18.2,9.3,99.0,99.00
2011-03-29 09:50,21,7.8,9.7,1.46,6.25,4.77,999,1018.9,12.8,18.4,9.8,99.0,99.00
2011-03-29 10:50,32,7.5,9.3,1.46,7.14,4.86,999,1019.4,13.1,18.6,10.0,99.0,99.00
2011-03-29 11:50,26,7.5,8.8,1.31,7.69,4.73,999,1020.5,13.6,19.0,10.5,99.0,99.00
2011-03-29 12:50,30,7.3,9.6,1.42,6.25,4.84,999,1021.2,13.5,19.0,10.1,99.0,99.00
2011-03-29 13:50,29,6.4,8.1,1.39,5.88,4.62,999,1021.5,14.1,18.9,10.7,99.0,99.00
2011-03-29 14:50,24,7.1,8.7,1.18,5.88,4.44,999,1021.8,14.4,19.0,11.0,99.0,99.00
2011-03-29 15:50,24,7.3,9.0,1.24,5.56,4.58,999,1022.2,14.5,19.3,11.1,99.0,99.00
2011-03-29 16:50,28,7.9,9.4,1.13,5.88,4.34,999,1021.9,14.7,19.4,11.1,99.0,99.00
2011-03-29 17:50,41,6.2,7.7,1.17,5.56,4.37,999,1021.5,14.9,19.6,11.0,99.0,99.00
2011-03-29 18:50,28,6.0,7.3,1.00,5.88,4.41,999,1020.8,15.3,19.8,11.5,99.0,99.00
2011-03-29 19:50,47,6.2,7.4,1.01,5.88,4.31,999,1020.0,15.3,19.8,11.5,99.0,99.00
2011-03-29 20:50,52,5.7,8.1,0.94,5.26,4.32,999,1020.0,16.0,19.9,12.2,99.0,99.00
2011-03-29 21:50,51,5.8,7.1,0.92,4.55,4.26,999,1019.8,16.3,20.0,12.3,99.0,99.00
2011-03-29 22:50,55,5.8,6.9,0.93,6.25,4.26,999,1019.8,16.8,20.0,13.0,99.0,99.00
2011-03-29 23:50,52,4.2,5.4,0.95,5.56,4.43,999,1020.3,17.3,20.0,13.5,99.0,99.00
2011-03-30 00:50,52,5.1,6.3,1.00,5.56,4.54,999,1020.2,17.8,20.0,13.9,99.0,99.00
2011-03-30 01:50,67,3.8,4.7,0.96,5.88,4.52,999,1020.4,18.0,20.0,13.7,99.0,99.00
2011-03-30 02:50,63,4.3,5.2,1.01,5.26,4.62,999,1020.4,18.3,20.1,14.2,99.0,99.00
2011-03-30 03:50,61,4.7,5.9,0.97,5.88,4.50,999,1020.4,18.0,20.1,15.0,99.0,99.00
2011-03-30 04:50,57,5.8,7.0,0.97,5.26,4.39,999,1019.0,18.2,20.2,15.5,99.0,99.00
2011-03-30 05:50,71,5.2,6.4,0.99,5.88,4.46,999,1018.5,18.4,20.2,15.7,99.0,99.00
2011-03-30 06:50,96,4.3,5.0,0.93,5.88,4.56,999,1017.6,18.8,20.3,15.5,99.0,99.00
2011-03-30 07:50,103,3.9,4.8,0.97,6.25,4.79,999,1016.9,19.1,20.2,15.9,99.0,99.00
2011-03-30 08:50,111,4.0,4.6,0.91,5.56,4.74,999,1015.8,19.5,20.2,16.2,99.0,99.00
2011-03-30 09:50,112,5.0,5.7,0.94,5.88,4.83,999,1015.0,19.8,20.2,16.4,99.0,99.00
2011-03-30 10:50,106,5.7,6.6,0.83,5.56,4.69,999,1014.6,20.1,20.2,16.5,99.0,99.00
2011-03-30 11:50,129,6.9,8.3,0.88,5.88,4.51,999,1014.3,20.3,20.2,17.2,99.0,99.00
2011-03-30 12:50,132,5.4,6.8,0.84,5.56,4.43,999,1014.2,20.6,20.2,18.6,99.0,99.00
2011-03-30 13:50,110,4.4,5.4,0.86,5.26,4.32,999,1013.3,20.8,20.3,19.3,99.0,99.00
2011-03-30 14:50,162,6.4,7.9,0.79,5.56,4.03,999,1012.1,21.0,20.3,18.8,99.0,99.00
2011-03-30 15:50,175,9.2,10.5,0.95,4.76,4.05,999,1011.3,20.8,20.4,19.5,99.0,99.00
2011-03-30 16:50,174,6.5,9.4,1.25,5.00,4.17,999,1010.8,20.2,20.4,19.3,99.0,99.00
2011-03-30 17:50,196,5.7,8.2,1.42,5.56,4.46,999,1009.9,19.5,20.4,18.6,99.0,99.00
2011-03-30 18:50,34,1.0,3.4,1.33,5.88,4.69,999,1009.5,19.0,20.4,18.4,99.0,99.00
2011-03-30 19:50,11,4.7,5.9,1.30,5.88,4.81,999,1008.0,18.9,20.4,18.2,99.0,99.00
2011-03-30 20:50,47,5.2,6.0,1.17,5.88,4.88,999,1006.9,18.3,20.4,17.6,99.0,99.00
2011-03-30 21:50,346,5.8,6.9,1.58,6.67,5.44,999,1006.7,17.5,20.3,16.8,99.0,99.00
