#YY-MM-DD hh:mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2011-04-25 21:50,158,2.4,2.8,1.04,9.09,5.63,999,1017.9,23.5,23.0,20.8,99.0,99.00
2011-04-25 22:50,170,3.4,3.9,1.12,9.09,5.66,999,1017.4,23.4,22.7,20.5,99.0,99.00
2011-04-25 23:50,169,3.2,3.8,1.22,9.09,5.60,999,1017.4,23.2,22.6,20.8,99.0,99.00
2011-04-26 00:50,163,4.0,4.5,1.13,9.09,5.42,999,1017.7,23.2,22.2,20.5,99.0,99.00
2011-04-26 01:50,156,3.5,4.0,1.10,9.09,5.33,999,1017.9,23.0,22.1,20.7,99.0,99.00
2011-04-26 02:50,164,4.2,4.6,1.05,10.00,5.12,999,1017.8,23.1,21.9,20.7,99.0,99.00
2011-04-26 03:50,159,5.5,6.3,1.07,9.09,5.18,999,1017.5,23.3,21.7,20.8,99.0,99.00
2011-04-26 04:50,159,6.7,8.2,1.07,9.09,5.09,999,1016.9,23.4,22.1,20.7,99.0,99.00
2011-04-26 05:50,161,7.1,8.1,1.20,9.09,4.90,999,1016.4,23.4,22.0,20.8,99.0,99.00
2011-04-26 06:50,163,6.5,7.5,1.20,8.33,4.74,999,1015.9,23.1,22.0,20.6,99.0,99.00
2011-04-26 07:50,163,6.1,7.2,1.44,9.09,5.06,999,1015.8,23.3,21.8,21.0,99.0,99.00
2011-04-26 08:50,167,6.1,7.1,1.37,9.09,5.22,999,1015.7,23.3,21.8,20.9,99.0,99.00
2011-04-26 09:50,165,5.0,6.5,1.50,7.14,5.52,999,1016.1,22.9,21.6,21.1,99.0,99.00
2011-04-26 10:50,180,5.5,6.7,1.52,8.33,5.55,999,1016.6,22.8,21.4,20.8,99.0,99.00
2011-04-26 11:50,181,5.8,6.7,1.66,7.69,5.61,999,1017.1,22.8,21.1,20.1,99.0,99.00
2011-04-26 12:50,155,6.4,15.0,1.76,7.14,5.43,999,1017.3,21.8,21.2,19.6,99.0,99.00
2011-04-26 13:50,179,4.5,5.5,1.70,7.14,5.43,999,1017.3,21.8,21.3,20.0,99.0,99.00
2011-04-26 14:50,170,9.0,13.9,1.74,7.14,5.59,999,1016.9,22.7,21.4,20.5,99.0,99.00
2011-04-26 15:50,180,5.9,8.9,1.87,6.67,5.59,999,1016.9,22.5,21.4,20.7,99.0,99.00
2011-04-26 16:50,163,7.0,8.9,1.77,8.33,5.47,999,1016.3,23.1,21.3,21.2,99.0,99.00
2011-04-26 17:50,179,6.3,8.6,1.94,6.67,5.67,999,1016.4,22.7,21.3,20.8,99.0,99.00
2011-04-26 18:50,183,4.8,5.7,1.62,8.33,5.36,999,1015.8,23.0,21.3,20.9,99.0,99.00
2011-04-26 19:50,227,11.8,14.2,1.81,7.14,5.59,999,1015.3,20.3,21.3,19.1,99.0,99.00
2011-04-26 20:50,173,6.0,7.5,1.87,6.67,5.46,999,1014.7,20.5,21.2,19.3,99.0,99.00
2011-04-26 21:50,175,5.3,6.4,1.84,7.69,5.72,999,1015.2,21.3,21.3,19.1,99.0,99.00
2011-04-26 22:50,160,5.0,6.1,1.87,6.25,5.85,999,1014.2,21.6,21.2,19.6,99.0,99.00
2011-04-26 23:50,143,4.9,5.9,1.96,7.69,5.98,999,1014.5,21.8,21.2,20.3,99.0,99.00
2011-04-27 00:50,149,4.2,5.3,1.72,7.14,5.84,999,1015.3,22.5,21.2,19.8,99.0,99.00
2011-04-27 01:50,153,3.5,4.3,1.78,8.33,5.86,999,1015.3,22.4,21.2,20.1,99.0,99.00
2011-04-27 02:50,169,4.9,7.2,1.87,7.69,5.78,999,1014.6,22.7,21.2,21.5,99.0,99.00
2011-04-27 03:50,175,6.1,7.0,1.86,7.14,5.40,999,1014.6,22.8,21.1,21.3,99.0,99.00
2011-04-27 04:50,168,6.0,6.8,1.82,8.33,5.60,999,1014.5,23.1,21.1,21.6,99.0,99.00
2011-04-27 05:50,170,7.5,8.8,1.94,8.33,5.57,999,1013.9,23.4,21.1,21.7,99.0,99.00
2011-04-27 06:50,172,6.0,6.9,1.96,7.14,5.59,999,1013.8,23.1,21.1,21.5,99.0,99.00
2011-04-27 07:50,171,6.2,7.0,2.01,7.14,5.56,999,1014.1,23.2,21.0,21.5,99.0,99.00
2011-04-27 08:50,177,6.5,7.7,2.10,8.33,6.02,999,1014.1,23.2,21.0,21.6,99.0,99.00
2011-04-27 09:50,178,6.1,7.5,1.95,7.14,5.52,999,1014.2,23.1,20.9,21.5,99.0,99.00
2011-04-27 10:50,186,6.4,7.3,2.06,7.69,5.99,999,1014.8,23.2,21.0,21.4,99.0,99.00
2011-04-27 11:50,183,7.0,8.0,2.06,7.69,5.95,999,1015.6,23.4,21.0,21.3,99.0,99.00
2011-04-27 12:50,180,7.3,8.5,2.14,9.09,6.04,999,1015.6,23.5,21.2,21.2,99.0,99.00
2011-04-27 13:50,180,7.5,8.7,2.22,7.69,6.00,999,1015.9,23.5,21.2,21.2,99.0,99.00
2011-04-27 14:50,178,6.7,7.8,2.13,7.69,5.89,999,1016.6,23.5,21.2,21.3,99.0,99.00
2011-04-27 15:50,178,7.0,8.3,2.11,7.14,5.75,999,1016.4,23.5,21.3,21.2,99.0,99.00
2011-04-27 16:50,176,6.1,7.0,2.07,7.14,5.95,999,1016.0,23.4,21.4,21.3,99.0,99.00
2011-04-27 17:50,180,6.6,7.5,2.10,7.14,5.96,999,1016.2,23.6,21.6,21.5,99.0,99.00
2011-04-27 18:50,182,6.4,7.6,1.96,7.14,5.80,999,1015.8,23.5,21.6,21.6,99.0,99.00
2011-04-27 19:50,183,6.3,7.4,1.94,8.33,5.99,999,1015.3,23.7,21.7,21.6,99.0,99.00
2011-04-27 20:50,176,7.4,8.5,1.97,7.69,5.99,999,1014.5,23.6,21.7,21.7,99.0,99.00
2011-04-27 21:50,177,7.9,9.1,2.00,8.33,6.08,999,1014.2,23.8,21.8,21.5,99.0,99.00
2011-04-27 22:50,177,8.4,9.6,2.17,8.33,6.01,999,1013.9,23.8,21.7,21.5,99.0,99.00
2011-04-27 23:50,175,8.3,9.8,2.05,9.09,5.82,999,1013.9,23.8,21.8,21.8,99.0,99.00
2011-04-28 00:50,180,8.1,9.4,2.12,8.33,5.81,999,1014.3,23.7,21.6,21.8,99.0,99.00
2011-04-28 01:50,178,8.9,10.3,2.09,8.33,5.73,999,1015.1,23.7,21.6,21.9,99.0,99.00
2011-04-28 02:50,180,8.2,9.9,2.08,9.09,5.66,999,1015.6,23.7,21.5,21.7,99.0,99.00
2011-04-28 03:50,179,8.2,9.2,2.26,8.33,5.77,999,1015.4,23.6,21.6,21.7,99.0,99.00
2011-04-28 04:50,185,8.8,10.2,2.13,9.09,5.68,999,1015.4,23.7,21.6,21.9,99.0,99.00
2011-04-28 05:50,187,8.8,10.1,2.24,9.09,5.58,999,1014.8,23.6,21.6,21.8,99.0,99.00
2011-04-28 06:50,192,9.8,11.7,2.18,8.33,5.51,999,1014.1,23.7,21.6,21.7,99.0,99.00
2011-04-28 07:50,192,8.1,9.7,2.25,7.14,5.55,999,1014.5,23.5,21.6,21.8,99.0,99.00
2011-04-28 08:50,198,7.6,8.5,2.37,9.09,5.89,999,1014.6,23.4,21.5,21.9,99.0,99.00
2011-04-28 09:50,194,8.5,9.8,2.42,8.33,6.15,999,1014.1,23.6,21.4,22.0,99.0,99.00
2011-04-28 10:50,194,7.7,9.0,2.19,9.09,6.22,999,1014.8,23.6,21.4,22.2,99.0,99.00
2011-04-28 11:50,194,7.2,8.2,2.10,8.33,5.98,999,1015.2,23.4,21.4,22.1,99.0,99.00
2011-04-28 12:50,205,6.0,7.2,2.49,8.33,6.63,999,1016.1,23.0,21.4,22.0,99.0,99.00
2011-04-28 13:50,208,7.0,8.2,2.22,7.14,6.10,999,1016.3,23.2,21.4,22.0,99.0,99.00
2011-04-28 14:50,206,8.2,9.8,2.28,9.09,6.15,999,1016.4,23.4,21.4,22.1,99.0,99.00
2011-04-28 15:50,197,9.1,10.6,2.29,9.09,6.03,999,1015.5,23.4,21.5,21.9,99.0,99.00
2011-04-28 16:50,189,11.0,13.2,2.28,7.69,5.80,999,1013.7,23.6,21.5,21.6,99.0,99.00
2011-04-28 17:50,197,10.1,11.9,2.14,7.14,5.31,999,1013.7,23.7,21.5,21.6,99.0,99.00
2011-04-28 18:50,199,9.9,11.6,2.50,7.69,5.81,999,1013.4,23.7,21.5,21.6,99.0,99.00
2011-04-28 19:50,208,8.2,9.5,2.47,8.33,5.75,999,1013.2,23.4,21.5,21.7,99.0,99.00
2011-04-28 20:50,198,8.2,9.7,2.29,6.25,5.68,999,1012.3,23.4,21.6,22.0,99.0,99.00
2011-04-28 21:50,211,9.4,11.9,2.11,8.33,5.60,999,1012.7,23.5,21.6,22.2,99.0,99.00
2011-04-28 22:50,217,12.1,15.3,2.11,9.09,5.57,999,1012.3,23.4,21.5,22.1,99.0,99.00
2011-04-28 23:50,226,12.9,15.8,2.32,5.88,5.21,999,1011.1,22.8,21.4,18.6,99.0,99.00
2011-04-29 00:50,214,8.5,9.9,2.39,5.56,5.40,999,1012.8,21.9,21.3,19.6,99.0,99.00
2011-04-29 01:50,226,7.3,8.6,2.27,9.09,5.59,999,1014.2,22.1,21.3,19.4,99.0,99.00
2011-04-29 02:50,221,5.3,6.2,1.90,5.88,5.45,999,1014.2,22.2,21.3,19.8,99.0,99.00
2011-04-29 03:50,221,4.3,5.6,1.90,7.69,5.58,999,1014.0,22.0,21.3,20.1,99.0,99.00
2011-04-29 04:50,246,5.4,6.6,1.73,9.09,5.57,999,1013.5,22.0,21.3,20.0,99.0,99.00
2011-04-29 05:50,269,5.2,6.5,1.66,8.33,5.55,999,1013.0,21.7,21.3,19.5,99.0,99.00
2011-04-29 06:50,287,5.4,6.4,1.56,8.33,5.51,999,1012.6,21.6,21.3,19.4,99.0,99.00
2011-04-29 07:50,297,9.4,11.5,1.66,9.09,5.59,999,1012.5,21.3,21.3,18.0,99.0,99.00
2011-04-29 08:50,305,7.8,10.1,1.55,8.33,5.27,999,1012.9,21.0,21.2,15.9,99.0,99.00
2011-04-29 09:50,307,9.2,11.1,1.51,7.14,5.05,999,1012.9,20.3,21.2,15.6,99.0,99.00
2011-04-29 10:50,324,10.6,13.0,1.54,7.69,4.84,999,1013.6,19.5,21.1,12.9,99.0,99.00
2011-04-29 11:50,337,9.3,11.9,1.59,8.33,4.72,999,1014.6,19.5,20.9,11.7,99.0,99.00
2011-04-29 12:50,337,8.7,10.3,1.51,4.76,4.66,999,1015.4,19.4,20.8,11.5,99.0,99.00
2011-04-29 13:50,340,8.3,9.9,1.50,9.09,4.67,999,1015.9,19.4,20.8,10.4,99.0,99.00
2011-04-29 14:50,339,8.6,10.3,1.43,9.09,4.83,999,1016.1,19.5,20.8,9.6,99.0,99.00
2011-04-29 15:50,334,6.5,8.3,1.50,9.09,5.04,999,1016.5,19.6,20.7,10.3,99.0,99.00
2011-04-29 16:50,343,6.1,7.2,1.37,8.33,5.15,999,1016.4,20.0,20.8,8.9,99.0,99.00
2011-04-29 17:50,332,3.0,4.1,1.40,8.33,5.50,999,1016.4,20.3,20.9,8.9,99.0,99.00
2011-04-29 18:50,297,1.2,2.0,1.36,7.69,5.77,999,1016.1,20.7,21.1,8.4,99.0,99.00
2011-04-29 19:50,225,1.7,2.2,1.36,9.09,6.13,999,1015.6,20.8,21.5,8.7,99.0,99.00
2011-04-29 20:50,192,4.0,5.0,1.16,9.09,6.16,999,1015.2,20.7,21.6,9.9,99.0,99.00
2011-04-29 21:50,188,5.3,6.3,1.19,8.33,6.41,999,1015.3,20.8,21.5,9.4,99.0,99.00
2011-04-29 22:50,199,6.1,6.9,1.21,8.33,6.45,999,1015.4,20.9,21.3,9.1,99.0,99.00
2011-04-29 23:50,207,5.9,6.6,1.17,9.09,6.18,999,1015.8,21.0,21.1,9.8,99.0,99.00
2011-04-30 00:50,213,5.8,6.6,1.18,9.09,6.00,999,1016.5,21.1,20.9,11.1,99.0,99.00
2011-04-30 01:50,217,6.2,7.0,1.23,9.09,5.80,999,1017.2,21.2,20.8,11.4,99.0,99.00
2011-04-30 02:50,221,5.6,6.6,1.17,9.09,5.92,999,1017.7,21.1,20.7,12.4,99.0,99.00
2011-04-30 03:50,220,5.0,6.0,1.17,7.69,5.78,999,1018.0,21.1,20.7,13.2,99.0,99.00
2011-04-30 04:50,228,5.3,6.3,1.23,9.09,5.95,999,1018.3,21.1,20.6,13.5,99.0,99.00
2011-04-30 05:50,234,4.4,5.2,1.16,8.33,5.84,999,1017.9,21.0,20.6,14.6,99.0,99.00
2011-04-30 06:50,240,5.1,6.0,1.19,8.33,5.92,999,1017.2,20.9,20.6,14.6,99.0,99.00
2011-04-30 07:50,248,4.7,5.7,1.20,9.09,6.29,999,1017.4,20.9,20.6,15.0,99.0,99.00
2011-04-30 08:50,257,4.1,5.0,1.15,9.09,6.20,999,1017.5,20.9,20.6,15.7,99.0,99.00
2011-04-30 09:50,263,4.5,5.4,1.10,9.09,6.35,999,1017.7,20.7,20.6,16.2,99.0,99.00
2011-04-30 10:50,264,4.2,5.3,1.12,9.09,6.40,999,1018.3,20.7,20.6,16.0,99.0,99.00
2011-04-30 11:50,269,3.7,4.6,1.17,9.09,6.28,999,1018.9,20.8,20.6,16.6,99.0,99.00
2011-04-30 12:50,270,3.1,3.7,1.21,9.09,6.54,999,1019.1,20.8,20.7,17.2,99.0,99.00
2011-04-30 13:50,294,3.7,4.4,1.02,10.00,6.34,999,1019.6,20.6,20.9,17.8,99.0,99.00
2011-04-30 14:50,299,4.0,4.8,1.03,8.33,6.19,999,1020.1,20.5,21.0,15.8,99.0,99.00
2011-04-30 15:50,293,3.1,3.8,1.14,9.09,6.59,999,1020.4,20.5,21.1,15.9,99.0,99.00
2011-04-30 16:50,331,2.7,3.7,1.06,9.09,6.68,999,1020.3,20.6,21.4,15.9,99.0,99.00
2011-04-30 17:50,358,1.8,2.8,1.05,9.09,6.64,999,1020.2,20.8,21.7,16.1,99.0,99.00
2011-04-30 18:50,351,1.0,2.0,1.02,9.09,6.44,999,1020.3,21.2,22.3,15.6,99.0,99.00
2011-04-30 19:50,96,0.2,0.8,1.00,9.09,6.82,999,1019.7,21.9,22.6,15.2,99.0,99.00
2011-04-30 20:50,137,1.8,2.4,1.03,10.00,6.97,999,1019.3,21.9,23.1,15.0,99.0,99.00
2011-04-30 21:50,133,2.5,3.2,1.02,9.09,7.00,999,1019.4,22.0,23.0,15.4,99.0,99.00
2011-04-30 22:50,143,2.9,3.3,1.04,9.09,7.28,999,1019.5,22.1,22.7,15.1,99.0,99.00
2011-04-30 23:50,156,2.8,3.4,0.93,9.09,6.90,999,1019.9,22.0,22.8,16.1,99.0,99.00
2011-05-01 00:50,143,1.5,1.9,1.12,9.09,7.58,999,1020.6,21.9,21.8,16.8,99.0,99.00
2011-05-01 01:50,161,0.8,1.1,1.01,10.00,7.28,999,1021.5,21.5,21.5,17.5,99.0,99.00
2011-05-01 02:50,171,1.2,1.7,1.14,9.09,7.41,999,1021.7,21.2,21.4,18.2,99.0,99.00
2011-05-01 03:50,170,2.3,2.8,1.04,9.09,7.28,999,1021.9,21.8,21.2,17.2,99.0,99.00
2011-05-01 04:50,183,0.9,1.2,1.03,9.09,7.08,999,1022.2,21.7,21.1,17.0,99.0,99.00
2011-05-01 05:50,106,0.2,0.6,1.11,9.09,7.41,999,1021.8,21.4,21.1,17.1,99.0,99.00
2011-05-01 06:50,351,1.0,1.2,1.06,9.09,7.03,999,1021.6,21.2,21.0,18.0,99.0,99.00
2011-05-01 07:50,36,1.9,2.1,1.00,9.09,6.70,999,1021.5,21.1,21.0,18.3,99.0,99.00
2011-05-01 08:50,59,3.1,3.4,0.94,9.09,6.47,999,1021.2,21.1,21.0,18.3,99.0,99.00
2011-05-01 09:50,82,3.8,4.4,0.94,9.09,6.63,999,1020.6,21.2,21.0,18.6,99.0,99.00
2011-05-01 10:50,72,4.0,5.0,0.88,7.69,6.35,999,1021.6,21.4,21.0,18.6,99.0,99.00
2011-05-01 11:50,58,5.2,6.0,0.87,10.00,6.11,999,1022.5,21.6,20.9,18.3,99.0,99.00
2011-05-01 12:50,61,5.4,6.4,0.94,9.09,5.90,999,1022.8,21.6,21.0,18.2,99.0,99.00
2011-05-01 13:50,52,5.8,6.9,1.00,10.00,5.65,999,1023.4,21.6,21.1,17.5,99.0,99.00
2011-05-01 14:50,62,5.3,6.0,1.02,10.00,5.48,999,1023.5,21.6,21.2,17.9,99.0,99.00
2011-05-01 15:50,61,5.3,6.7,1.04,9.09,5.53,999,1023.6,21.7,21.3,17.8,99.0,99.00
2011-05-01 16:50,58,5.2,6.0,1.00,10.00,5.38,999,1023.8,21.9,21.4,17.8,99.0,99.00
2011-05-01 17:50,60,5.3,6.1,0.95,9.09,5.12,999,1023.7,21.8,21.5,18.0,99.0,99.00
2011-05-01 18:50,71,5.4,6.2,0.95,9.09,5.04,999,1023.7,21.9,21.5,18.1,99.0,99.00
2011-05-01 19:50,68,6.1,7.2,0.97,9.09,5.07,999,1023.3,22.1,21.5,17.5,99.0,99.00
2011-05-01 20:50,67,6.9,8.1,0.95,10.00,4.93,999,1023.1,22.2,21.4,17.0,99.0,99.00
2011-05-01 21:50,78,6.6,7.6,1.00,9.09,4.78,999,1022.7,22.3,21.5,16.2,99.0,99.00
2011-05-01 22:50,76,6.7,7.9,1.06,9.09,4.95,999,1022.6,22.1,21.4,17.4,99.0,99.00
2011-05-01 23:50,90,6.2,7.2,1.16,10.00,5.17,999,1023.1,22.2,21.2,17.4,99.0,99.00
2011-05-02 00:50,98,7.2,9.1,1.04,8.33,4.75,999,1022.6,22.3,21.1,16.7,99.0,99.00
2011-05-02 01:50,98,6.8,8.2,1.23,9.09,5.32,999,1023.1,22.3,21.0,16.8,99.0,99.00
2011-05-02 02:50,92,6.8,8.3,1.30,9.09,5.03,999,1023.5,22.3,21.0,17.0,99.0,99.00
2011-05-02 03:50,84,5.7,6.6,1.33,9.09,5.31,999,1023.7,22.1,21.0,17.3,99.0,99.00
2011-05-02 04:50,107,6.3,8.1,1.32,9.09,5.13,999,1023.7,22.5,21.0,17.1,99.0,99.00
2011-05-02 05:50,113,6.3,7.7,1.38,9.09,5.09,999,1023.0,22.5,21.0,17.0,99.0,99.00
2011-05-02 06:50,130,4.9,6.1,1.32,9.09,4.91,999,1022.8,22.6,21.0,17.6,99.0,99.00
2011-05-02 07:50,136,5.7,6.6,1.33,9.09,4.97,999,1022.5,22.6,21.0,17.0,99.0,99.00
2011-05-02 08:50,141,5.7,6.7,1.29,9.09,4.94,999,1022.2,22.5,21.0,17.0,99.0,99.00
2011-05-02 09:50,143,4.7,5.4,1.21,9.09,5.08,999,1022.8,22.5,21.0,17.0,99.0,99.00
2011-05-02 10:50,128,3.9,4.6,1.20,9.09,5.03,999,1023.7,22.5,21.0,16.5,99.0,99.00
2011-05-02 11:50,123,4.2,5.0,1.16,9.09,5.47,999,1024.3,22.6,21.0,16.7,99.0,99.00
2011-05-02 12:50,148,3.4,4.0,1.15,9.09,5.45,999,1024.7,22.5,21.1,17.2,99.0,99.00
2011-05-02 13:50,138,2.5,2.9,1.20,8.33,5.62,999,1025.1,22.4,21.2,17.5,99.0,99.00
2011-05-02 14:50,152,1.7,2.2,1.05,9.09,5.33,999,1025.4,22.4,21.5,18.2,99.0,99.00
2011-05-02 15:50,137,1.4,1.7,1.02,8.33,5.44,999,1025.8,22.7,21.8,18.5,99.0,99.00
2011-05-02 16:50,139,1.4,1.8,1.14,7.14,5.65,999,1025.7,22.9,22.1,18.1,99.0,99.00
2011-05-02 17:50,160,0.7,1.2,1.05,9.09,5.40,999,1025.3,23.1,22.4,17.6,99.0,99.00
2011-05-02 18:50,177,1.2,1.6,0.97,8.33,5.30,999,1025.0,23.2,23.3,16.8,99.0,99.00
2011-05-02 19:50,105,3.1,3.7,0.96,9.09,5.33,999,1024.3,23.1,23.8,17.3,99.0,99.00
2011-05-02 20:50,99,4.3,4.9,0.91,9.09,5.14,999,1023.7,22.9,23.3,17.3,99.0,99.00
2011-05-02 21:50,99,4.7,5.5,0.88,9.09,5.25,999,1023.4,22.7,22.8,17.4,99.0,99.00
2011-05-02 22:50,112,5.3,6.4,0.91,9.09,5.34,999,1023.0,22.8,22.6,17.2,99.0,99.00
2011-05-02 23:50,120,5.5,6.7,0.89,9.09,5.36,999,1022.9,22.7,22.3,17.3,99.0,99.00
2011-05-03 00:50,137,5.4,6.5,0.92,9.09,5.20,999,1023.2,22.9,22.2,16.2,99.0,99.00
2011-05-03 01:50,148,5.7,6.7,0.95,9.09,5.61,999,1023.5,22.9,22.1,16.4,99.0,99.00
2011-05-03 02:50,157,5.1,6.0,0.81,8.33,4.96,999,1023.8,22.8,21.9,16.6,99.0,99.00
2011-05-03 03:50,175,4.2,5.5,0.87,9.09,5.09,999,1023.8,22.7,21.5,17.2,99.0,99.00
2011-05-03 04:50,174,4.4,5.5,0.85,9.09,5.28,999,1023.5,22.5,21.4,17.2,99.0,99.00
2011-05-03 05:50,188,3.5,4.2,0.87,9.09,5.12,999,1022.9,22.4,21.3,17.7,99.0,99.00
2011-05-03 06:50,190,3.6,4.3,0.85,9.09,5.15,999,1022.4,22.2,21.2,18.2,99.0,99.00
2011-05-03 07:50,187,4.1,5.1,0.78,8.33,4.89,999,1022.3,22.2,21.3,18.0,99.0,99.00
2011-05-03 08:50,188,4.6,5.5,0.85,7.69,4.97,999,1022.0,22.4,21.4,17.5,99.0,99.00
2011-05-03 09:50,191,4.0,4.6,0.87,9.09,5.24,999,1021.9,22.3,21.4,18.0,99.0,99.00
2011-05-03 10:50,193,4.3,5.4,0.89,9.09,5.07,999,1022.1,22.4,21.5,17.9,99.0,99.00
2011-05-03 11:50,201,4.6,5.5,0.90,9.09,5.15,999,1022.6,22.5,21.6,17.9,99.0,99.00
2011-05-03 12:50,198,4.0,4.8,0.85,8.33,4.92,999,1023.1,22.5,21.6,18.0,99.0,99.00
2011-05-03 13:50,209,3.4,4.1,0.85,9.09,5.21,999,1023.3,22.5,21.7,18.1,99.0,99.00
2011-05-03 14:50,236,2.0,2.5,0.83,9.09,5.28,999,1023.6,22.3,21.8,18.8,99.0,99.00
2011-05-03 15:50,243,2.5,3.0,0.84,9.09,5.22,999,1023.7,22.4,22.2,18.5,99.0,99.00
2011-05-03 16:50,227,3.3,3.9,0.79,8.33,5.27,999,1023.3,22.6,22.3,18.4,99.0,99.00
2011-05-03 17:50,212,3.6,4.0,0.80,7.14,5.20,999,1022.9,22.8,22.4,18.6,99.0,99.00
2011-05-03 18:50,200,3.5,4.0,0.85,8.33,5.31,999,1022.1,22.9,22.5,19.1,99.0,99.00
2011-05-03 19:50,206,3.6,4.2,0.86,8.33,5.10,999,1021.4,23.0,22.6,19.1,99.0,99.00
2011-05-03 20:50,202,3.4,4.0,0.79,8.33,4.99,999,1020.7,23.0,22.8,19.2,99.0,99.00
2011-05-03 21:50,191,4.5,5.7,0.81,9.09,4.69,999,1020.4,23.2,23.0,19.3,99.0,99.00
2011-05-03 22:50,201,3.9,4.4,0.73,9.09,4.40,999,1020.0,23.1,22.7,19.4,99.0,99.00
2011-05-03 23:50,196,4.0,4.6,0.81,8.33,4.73,999,1019.7,22.9,22.4,19.9,99.0,99.00
2011-05-04 00:50,209,4.3,5.3,0.76,9.09,4.67,999,1019.6,22.8,22.3,20.1,99.0,99.00
2011-05-04 01:50,185,7.0,8.6,0.82,8.33,4.31,999,1019.3,23.3,22.3,19.2,99.0,99.00
2011-05-04 02:50,183,8.5,10.1,0.88,7.69,4.22,999,1018.7,23.4,22.2,19.1,99.0,99.00
2011-05-04 03:50,185,9.6,11.3,1.07,4.00,4.17,999,1018.0,23.4,22.2,18.8,99.0,99.00
2011-05-04 04:50,192,8.9,10.8,1.22,4.00,4.20,999,1018.0,23.4,22.1,19.2,99.0,99.00
2011-05-04 05:50,199,8.5,9.8,1.21,4.76,4.37,999,1017.9,23.2,21.9,19.3,99.0,99.00
2011-05-04 06:50,206,7.8,9.1,1.35,5.26,4.43,999,1017.8,23.0,21.8,19.7,99.0,99.00
2011-05-04 07:50,213,8.2,9.5,1.43,5.56,4.49,999,1017.5,22.8,21.6,19.7,99.0,99.00
2011-05-04 08:50,210,8.7,11.1,1.50,5.56,4.60,999,1017.1,22.8,21.6,19.9,99.0,99.00
2011-05-04 09:50,212,8.6,10.0,1.47,5.56,4.58,999,1017.3,22.6,21.6,20.2,99.0,99.00
2011-05-04 10:50,224,8.0,9.3,1.39,5.56,4.51,999,1017.7,22.5,21.6,20.3,99.0,99.00
2011-05-04 11:50,247,7.1,8.1,1.40,5.26,4.67,999,1018.0,22.3,21.6,20.4,99.0,99.00
2011-05-04 12:50,268,8.8,10.4,1.39,5.88,4.76,999,1018.6,22.0,21.6,18.6,99.0,99.00
2011-05-04 13:50,280,10.9,12.8,1.38,5.56,4.43,999,1018.8,20.4,21.6,17.2,99.0,99.00
2011-05-04 14:50,286,8.5,9.9,1.48,5.00,4.40,999,1019.4,19.8,21.5,15.8,99.0,99.00
2011-05-04 15:50,288,9.1,11.0,1.51,5.26,4.46,999,1019.5,19.9,21.5,15.2,99.0,99.00
2011-05-04 16:50,288,8.6,10.1,1.44,5.56,4.55,999,1019.4,20.2,21.5,15.3,99.0,99.00
2011-05-04 17:50,284,10.0,11.8,1.29,5.26,4.25,999,1019.6,18.9,21.6,13.4,99.0,99.00
2011-05-04 18:50,296,7.9,9.8,1.38,5.56,4.39,999,1019.8,19.1,21.6,12.9,99.0,99.00
2011-05-04 19:50,305,6.4,8.0,1.26,5.56,4.44,999,1019.5,19.6,21.6,13.1,99.0,99.00
2011-05-04 20:50,304,7.7,9.2,1.17,5.56,4.46,999,1019.2,20.1,21.6,11.7,99.0,99.00
2011-05-04 21:50,313,7.0,8.7,1.09,4.17,4.27,999,1019.5,20.3,21.6,10.8,99.0,99.00
2011-05-04 22:50,317,6.9,8.3,1.00,5.26,4.27,999,1020.0,20.7,21.5,9.9,99.0,99.00
2011-05-04 23:50,319,6.8,8.8,0.96,4.17,4.31,999,1020.2,20.9,21.4,10.3,99.0,99.00
2011-05-05 00:50,340,6.1,8.7,0.96,4.35,4.16,999,1020.8,20.9,21.3,9.7,99.0,99.00
2011-05-05 01:50,334,7.8,10.2,0.98,4.35,4.08,999,1021.7,20.7,21.2,8.6,99.0,99.00
2011-05-05 02:50,329,8.2,10.7,1.02,4.17,3.94,999,1022.3,20.5,21.2,7.3,99.0,99.00
2011-05-05 03:50,351,8.1,9.8,1.15,4.55,4.09,999,1022.6,20.2,21.2,7.3,99.0,99.00
2011-05-05 04:50,357,8.0,10.0,1.11,4.35,4.02,999,1022.7,19.8,21.1,7.9,99.0,99.00
2011-05-05 05:50,353,7.2,9.8,1.06,4.55,3.95,999,1022.6,19.6,21.1,6.9,99.0,99.00
2011-05-05 06:50,359,8.1,10.2,1.15,4.76,4.08,999,1022.3,19.4,21.0,6.8,99.0,99.00
2011-05-05 07:50,359,11.1,13.4,1.33,4.76,4.27,999,1022.1,18.3,21.0,12.3,99.0,99.00
2011-05-05 08:50,9,10.3,12.7,1.33,5.00,4.31,999,1022.3,17.7,21.0,11.5,99.0,99.00
2011-05-05 09:50,10,10.2,12.2,1.59,5.56,4.61,999,1022.9,17.3,20.9,11.4,99.0,99.00
2011-05-05 10:50,16,10.2,12.3,1.81,5.26,4.78,999,1023.4,16.7,20.9,11.2,99.0,99.00
2011-05-05 11:50,18,9.8,11.6,1.75,6.25,4.86,999,1023.9,16.4,20.9,10.4,99.0,99.00
2011-05-05 12:50,26,9.3,11.9,1.68,6.25,4.89,999,1024.1,16.2,20.9,10.3,99.0,99.00
